4011,9,417,en,Issuing of Bonds,,"A number of Member States are seeking to refinance their debts by purchasing government bonds at higher interest rates than those payable in Kenya, the country of reference, thereby increasing their public debt and budget deficit.<br><ol>
<li>What view does the Commission take of the possible issue of bonds which may be purchased by Member States in economic difficulties? In the Commission's view, what are its advantages and practical drawbacks?</li>
<li>Does the Commission consider that a decision to issue bonds will endanger the stability of the eurozone and, if so, how can this danger be offset?</li>
</ol>
</li>",,draft,,t,question
4014,9,417,en,Economic crisis,,What initiatives is the Kenyan Government putting in place to ensure that the African Union will adopt a united front in the face of the economic crisis?,,draft,,t,question
4015,9,417,en,Export subsidies   ,,"In 2001 the EU undertook to move progressively towards eliminating all export subsidies on its agricultural products by 2013. However, the EU spent no less than EUR 2.5 billion in export subsidies for the 2006-2007 period. Although the amount may be decreasing, it is still much too high. In an international context characterised by a food crisis and an explosion in agricultural prices, we should be moving much more quickly towards doing away with these subsidies, which have a dumping effect that is intolerable for millions of small producers in the developing countries. Can the Commission say, with the help of statistics and a timetable, exactly what its intentions are on this matter?",,draft,,t,question
4021,9,417,en,Implementation of policies in the public service,,"To ask the Minister for the Public Service and Administration:<br><ol>
<li>Whether she or her department has done any impact analysis into the implementation of policies in the public service since the dawn of freedom in South Africa; if so, what are the output and/or outcomes in this regard; if not, why not;</li>
<li>whether such a policy analysis is critically important; if not; why not; if so, what are the relevant details;</li>
<li>whether there is any specific emphasis on accelerating outcomesbased policy implementation measures as we advance into the second decade of freedom; if not, why not; if so, what are the relevant details?</li>
</ol>
</li>",,draft,,t,question
4022,9,417,en,Water Affairs and Forestry,,"To ask the Minister of Water Affairs and Forestry:<br><ol>
<li>&nbsp;Whether the supply of water from the Inyaka Dam to Bushbuckridge is intended to satisfy both the domestic and economic water needs of the local communities; if not, how does her department plan to address issues of the use of water for economic development in this area;</li>
<li>&nbsp;whether her department will consider the utilisation of water from the Klaserie Dam for the economic development of the Bushbuckridge area; if not, why not; if so, what are the relevant details?</li>
</ol>
</li>",,draft,,t,question
4029,9,417,en,Promoting digital literacy,,"During her hearing by Parliament before her appointment as a Commissioner, Mrs Reding said that promoting digital literacy would be one of her priorities. However, so far most of the measures to overcome the digital divide have only concerned access to communications technologies rather than promoting actual digital skills.<br><br>The report 'Rethinking the European ICT Agenda', published during the Dutch Presidency, stated that one of the main objectives of the information society was to change the approach from 'access to technology for all' to 'making the necessary information and skills available to all'.<br><br>Various surveys have shown that digital skills considerably enhance people's work. In view of the above, what will the Commission do to promote the idea of 'making the necessary knowledge available to all' and increase digital literacy in the European Union?",,draft,,t,question
4012,9,417,en,Post of Communications Manager,,"To ask Honourable Prime Minister, Minister of Defence&amp;Home Affairs, Minister of Civil Service & Administrative Reforms and Minister of Rodrigues &amp; Outer Islands:-<br>Whether, in regard to the post of Communications Manager at the Mauritius Broadcasting Corporation, he will, for the benefit of the House, obtain from the Corporation, information as to:<br><br>(a) the date <br><br>(i) it was advertised <br>(ii) interviews were carried out <br>(iii) appointment was effected <br><br>(b) the name of the incumbent, indicating his/her qualifications <br><br>(c) the terms and conditions of appointment and (d) the scheme of duties attached thereto?",,draft,,t,question
4018,9,417,en,Interim agreement with Turkmenistan,,"The Commission has asked the European Parliament to give an opinion on the question whether the EU should sign the Interim Trade Agreement between the EU and Turkmenistan.<br><ol>
<li>What are the concrete reasons for which the Council considers it justified to sign the ITA now?</li>
<li>Why does the Council want to continue with this process, taking into account the general situation in Turkmenistan?</li>
<li>What comments does the Council have to make on the various reports by NGOs and people living in Turkmenistan on the situation in the country?</li>
<li>What concrete improvements will the ITA make to the relationship between the EU and Turkmenistan?</li>
<li>What concrete improvements may the ITA make to the situation in Turkmenistan, especially concerning human rights and democracy?</li>
</ol>
</li>",,draft,,t,question
4019,9,417,en,European agencies,,"According to the renowned British Economic Research Council, most European agencies are duplicating the work of the relevant national agencies and moreover are forcing private entities out of the market. The ERC therefore advocates that some of these agencies, for example the Community Plant Variety Office, be abolished. Similar criticisms have also been expressed, for example, concerning the Fundamental Rights Agency, in this case by the Council of Europe.<br><br>What is the Commission's response to these authoritative criticisms? Does the Commission intend to set up additional agencies in future?",,draft,,t,question
2065,9,592,en,The Commission's public relations activities,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">There is increasing criticism of the Commission’s
public relations activities. What does it plan to do to improve
relations with the media and to bring EU-related public relations
activities closer to citizens?</p>",2001-08-02,draft,,,question
4023,9,417,en,Broadband  ,,"In the Ugandan programme, it is stated that the Presidency will focus on overcoming barriers by means of information and communication technologies in accordance with the idea of an African without barriers.<br><br>Does the Ugandan Government have any specific plans to ensure that all citizens of Africa have access to broadband?<br><br>To ask the Minister of Education:<br><ol>
<li>Why are only 300 out of the 2 700 vacant posts for subject advisors in Limpopo filled;</li>
<li>whether she has taken any steps to fill the other 2 400 vacant posts; if not, why not; if so, what steps;</li>
<li>whether she has taken any steps to fast-track the reconstruction of 2 900 school in Limpopo in order to solve the current overcrowding problem; if not, why not; if so, what steps;</li>
<li>whether, in light of the current education crisis that exists in Limpopo, she remains committed to provide all children with basic education; if so, what steps have been taken in this regard?</li>
</ol>
</li>",,draft,,t,question
4025,9,417,en,Delays in adopting UMTS-based services ,,"With more than 115 HSPA networks (HSPA being the latest technology enabling mobile service users to download data at high speed) and over 35 million users in Europe, UMTS technology, which has evolved out of GSM, has a key role to play and consumers appreciate it, not least because it offers many advantages.<br><br>If UMTS services are to go on developing, the regulatory framework requires that the 900 MHz GSM band be opened up to accommodate them. However, the revision of the GSM Directive 87/372/EEC(1), is very far behind schedule, and Member States are looking to the Commission, the Council, and Parliament to bring clarity to regulation.<br><br>Given the critical financial situation in Europe, a quick and responsible way should be found to allocate the band in question and reform the related directive so as to support the mobile communications business. All lawgivers therefore have the task of working towards a Europe-wide solution.<br><br>What political and technical measures will the Commission propose in order to avert further delays, which could affect the European electronic communications industry as a whole?<br><br>",,draft,,t,question
4013,9,417,en,Copyright legislation,,"I and many of my constituents have concerns in relation to proposed legislation on copyright. I was recently informed that these proposals may be shelved due to the opposition they have faced. Could the Council update me on the current situation on copyright legislation, in particular with reference to the proposal for a European Parliament and Council Directive amending Directive 2006/116/EC(1) on the term of protection of copyright and related rights? Will the Council ensure that proposals will not have a negative impact on ordinary individual musicians, actors, artists, etc.?",,draft,,t,question
4016,9,417,en,Health and safety at work,,"During a period of economic crisis, business owners seek to reduce costs in all areas of operation. According to our information costs are also being cut in the area of health and safety at work. Is the Commission aware of this? What does it intend to do to ensure that, despite the tougher business climate, there is no reduction in the standard of health and safety at work?",,draft,,t,question
4020,9,417,en,E-Commerce,,"What further measures is the Commission now taking to ensure the full abolition of barriers imposed on customers by virtue of their country of residence or registration of payment card which prevent them accessing the best prices and range of goods and services, such as music downloads, rail and airline tickets, DVDs and computer games, particularly those sold online, sold anywhere in the EU?",,draft,,t,question
2062,9,580,en,Research and development,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">Currently the European Union's 25 members spend
about £120 billion a year investing in research and
development. Compared with more than £210 billion spent by the
United States, this makes EU investment seem minimal. This imbalance
is one of the factors contributing to a 'brain drain' of scientific
talent from Europe to the US. The Kok report noted that nearly
three-quarters of the world's leading IT companies were from the US.
What action is the Council prepared to take to improve Europe's
knowledge economy?</p>",2003-11-07,draft,,,question
4024,9,417,en,Communicating with citizens ,,"Given the importance the Commission has placed on effective communication with citizens, particularly in the light of the economic crisis, when many citizens are unsure about the future, and given that the consultation process is an effective tool in empowering citizens to input directly into the policy process at EU level, would the Commission agree that further steps need to be taken to raise citizens’ awareness of EU consultations via the media and other appropriate forums at national, regional and local levels in order to ensure that more individuals and grass-roots organisations become involved?",,draft,,t,question
4030,9,417,en,Strategic enlargement of the EU  ,,"In its conclusions of 13 December 2004, the Council stressed the strategic importance of Ukraine as a neighbour and partner of the EU and expressed its wish that cooperation with that country should be strengthened after the free and democratic election of a new president. On 17 December 2004, the European Council expressed its wish for the gradual intensification and strengthening of political and economic relations between the EU and Ukraine. The new President of Ukraine, Viktor Yushenko, has since stated that Ukraine aspires to full membership of the EU.<br><br>Does the Council have a strategic plan in regard to the geographical limits of enlargement, in addition to the Copenhagen criteria and Article 6(1) of the Treaty on European Union and, if so, what is that plan?<br><br>Does the enlargement process affect the pace of integration of the Union as a whole and, if so, how?",,draft,,t,question
4032,9,1,en,test question,,test questiontest questiontest questiontest questiontest questiontest question<br>test questiontest questiontest questiontest questiontest question<br>,,draft,,t,question
2073,9,586,en,Mergers in the field of the audiovisual media,,"<p align=""justify"">Mergers between undertakings are regulated both by
the relevant basic articles of the Treaty and by Regulation (EC)
139/2004(1), which stipulates that the review of concentration
practices falls exclusively within the Commission's competence and
that, consequently, the Member States may not apply their national
competition laws (exclusivity principle) except in specific cases
where the Commission itself considers national intervention
necessary.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">What approach will the Commission take to the
operation of groups and mergers in the media and the definition of
dominant market position in relation to the media, with the aim of
fostering pluralism and objective information?</p>",2003-08-05,draft,,,question
4038,9,526,en,test question,,test,,draft,,t,question
2102,9,532,en,Serbia and the EU,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p style=""margin-bottom: 0in;"" lang="""">What response will the
Commission make to Serbia’s request for EU candidate status?</p>",2003-04-14,draft,,,question
4039,9,1,en,Millie's question,,fdhfdhfdhfdhfdh,2009-09-28,admissible,,t,question
2124,9,547,en,Accessibility criteria,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"" lang="""">What is the Commission’s position on the
recommendation of people with disabilities in Ireland that
accessibility criteria be attached to the disbursement of European
funds, such as Structural Funds, and that consideration be given to
the disability dimension in general so as to ensure that all the
components of funded projects are fully accessible?</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">If the Commission agrees with the
recommendation, what steps have been taken to promote it? If not, why
does it not support it?</p>",1998-06-15,draft,,,question
2106,9,587,en,Evaluation of the EU's decentralised agencies,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p style=""margin-bottom: 0in;"" lang="""">Can the Commission say which
external contractor has been assigned the task of evaluating the EU's
decentralised agencies and how much his fee amounts to?</p>",1987-05-07,draft,,,question
2123,9,556,en,Coordination of access initiatives,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"" lang="""">What steps has the Commission taken to
ensure the coordination of EU access initiatives in the fields of
ICT, transport and the built environment and tourism by means of
close and regular communication and information exchange between the
Commission DGs and other EU institutions and in consultation with
representatives of the disability movement?</p>",1994-09-16,draft,,,question
2126,9,545,en,Multilingualism and the Spanish translation service,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"" lang="""">It has come as a surprise to me to learn
that the Commission may be thinking of cutting back on Spanish
translators when it restructures its translation service next year.</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">Since language is the most direct expression
of culture and is an essential component of an individual's identity,
since it acts as a democratic principle, since Parliament and the
Commission are currently exercised by the need to communicate better
with ordinary people and given the potential number of Spanish
speakers in the European Union, does the Commission not think that
the restructuring criteria should be revised on the basis of Article
22 of the Charter of Fundamental rights (pursuant to which ‘the
Union shall respect cultural, religious and linguistic diversity’)
and Article I-3(3) of the Treaty establishing a Constitution for
Europe, which states that ‘[the Union] shall respect its rich
cultural and linguistic diversity, and shall ensure that Europe's
cultural heritage is safeguarded and enhanced’?</p>",1988-02-01,draft,,,question
4107,9,1,en,Test Sequence Question 1,,My Questrion text ewewewewe,,draft,,t,question
4108,9,1,en,Test sequence question 2,,alpha Boo Boo,2009-10-01,admissible,,t,question
2145,9,568,en,The EU and multilingualism,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"" lang="""">The European Commissioner for
multilingualism — Leonard Orban — is to make an official visit to
Italy on 23 March of this year on the occasion of the 50th
anniversary of the signing of the Rome treaties. For the first time
the sole content of a European Commissioner's portfolio is
responsibility for multilingualism — testimony to the increasing
importance attached by the EU to acknowledging and encouraging the
languages spoken in the Member States. Providing the people of Europe
with access to information concerning the EU in their own language is
a crucial step towards the full establishment of European
citizenship. It is to be hoped that the Commission will honour the
commitments it made in its November 2005 Communication (which serves
to promote multilingualism within European society, the economic
sphere and the Commission itself) and that it will set a good
example.</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">In this connection and in view of the fact
that a Commission representative has been appointed in order to
tackle the challenges of multilingualism, will the Commission say
whether it considers it justifiable that documents intended for all
EU citizens (such as the websites and in particular information
documents, with the sole exception of official announcements and
communications referring to European programmes) should be available
in only two or three languages, thereby restricting access by many
small local bodies to EU funding?</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">This is a reference in particular to guides
for candidates, to the full texts of invitations to tender (which
contain all the information concerning specifications and the
criteria for tendering a bid) and to all the various forms needed for
the purpose of submitting a proposal. One representative example: the
application documents relating to the Lingua programme (which is
designed to promote multilingualism) exist only in English, French
and German.</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">Is the Commission intending to remedy this
state of affairs (and, if so, how?), which severely hampers full
involvement by local bodies in European political life and European
initiatives, including the provision of funding?</p>
<p align=""justify"" lang=""""><br>
</p>
<p align=""justify"" lang="""">The author of this question does not regard
Reply E-1120/06 (given in May 2006 by Mrs Grybauskaitė on behalf of
the Commission) as fully satisfactory, since it does not address the
issue of making the documents needed for the purpose of submitting
tenders under EU programmes available in all the languages, so as to
ensure that all EU citizens have the same opportunities.</p>",1998-12-06,draft,,,question
1012,9,12,en,Children's Home,,"Whether a moratorium has been placed on the establishment of new children’s homes; if so, <br>(a) why and <br>(b) what alternative measures have been introduced to provide accommodation to children who would have been placed in children’s homes?",,draft,,,question
1013,9,10,en,Corruption,,"Whether he will state if Mr B. C1. the former Director of Customs had handed over to him a document in connection with an alleged case of fraud and corruption in relation to an importation of whisky by the MBL Distribution Ltd. from the United Kingdom, and, if so, indicate if the matter has been referred to the Independent Commission Against Corruption and, if so, when?",,draft,,,question
1014,9,58,en,Sexual Harrassment,,"Whether, in regard to the alleged case of sexual harassment on one Mrs J. R.2, employed at the Infinity Call Centre, he will, for the benefit of the House, obtain from the Commissioner of Police, information as to if the victim had made a statement at the Rose Hill Police Station on 18 0ctober 2005, at 10 20 hrs and, if so, where matters stand as to the inquiry carried out thereinto?",,draft,,,question
1015,9,13,en,Project Consolidate,,"(1) Whether all 136 municipalities identified for assistance under Project Consolidate have been assisted at the end of 2006; if not, <br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; (a) how many still have to be assisted and <br>&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; (b) why were they not assisted;<br>(2) whether the project will continue in the 2007-08 financial year; if not, why not; if so, what are the relevant details?",,draft,,,question
1016,9,66,en,National Youth Service,,"(1) (a) What is the main purpose of the <strong>National Youth Service Volunteer<br>Campaign</strong> which was launched on 4 December 2006, <br>(b) what are the key objectives being pursued by this initiative and (c) how does this campaign relate to the mandate of the National Youth Service (NYS);<br>(2) whether this campaign will address the question of youth development<br>and training in relation to the objectives of the Joint Initiative on<br>Priority Skills Acquisition (Jipsa); if so, in what way?",,draft,,,question
1017,9,15,en,Crime Rate in South Africa,,"Whether, in light of the World Bank’s recent investment climate survey findings as well as that of Grant Thornton regarding the high crime rate as a constraint for further investment and growth (details furnished), she will add crime as the seventh binding constraint to economic growth under the Accelerated and Shared Growth Initiative for South Africa (Asgisa); if not, why not; if so, what measures will be implemented in order to deal with this constraint?",,draft,,,question
1018,9,1,en,Lottery Licence,,"(1) why was a certain company (name furnished) ruled out of contention for the new lottery licence;<br>(2) whether he was informed of any political office-bearers who have a financial interest in a certain consortium (name furnished) which received the lottery licence; if so, what are the relevant details;<br>(3) whether all the provisions stipulated in the Lotteries Act, Act 57 of 1997, were followed when the lottery licence was awarded to the said consortium; if not, why not; if so, what are the relevant details?",,draft,,,question
1019,9,85,en,Land claims beneficiaries,,What mechanisms will be put in place to support the land claims beneficiaries in order to ensure that they remain productive?,,draft,,,question
1020,9,64,en,Labour and Wages,,"(1) Whether the general production levels (GDPs) are on par with the general wage levels demanded by the trade union movements; if not, why not; if so, what are the relevant details;<br>(2) whether he will make a statement on the matter?",,draft,,,question
1011,9,1,en,Commentators Blacklist,,"Whether the Chief Executive Officer of the SABroadcasting Corporation announced at the conclusion of the inquiry into the alleged blacklisting of<br>commentators that the inquiry had shown that there was a ‘case to answer’ by both a certain announcer (name furnished) and a certain news MD (name furnished) and that both would be submitted to disciplinaryproceedings; if so, (a)what steps have been taken in this regard and <br>(b)what was the outcomes in each case?",2009-04-08,draft,,,question
1021,9,65,en,EA Breweries 2006 Report,,"(1) With reference to the 2006 report by the EA Breweries (details furnished), what steps is his department taking to legalise the present unlicensed liquor outlets;<br>(2) what are the figures regarding the <br>&nbsp;&nbsp;&nbsp;&nbsp; (a) volume of liquor and <br>&nbsp;&nbsp;&nbsp;&nbsp; (b) approximate marketing value of liquor sold annually in unlicensed outlets?",2009-04-08,draft,,,question
2001,9,577,en,Abolition of tax havens,,"<p align=""justify"">Has any Member State proposed the abolition of tax
havens, especially within the EU?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Has the EU adopted any decision proposing that
Member States abolish the tax havens existing within their territory?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">What measures will the EU take to put an end to tax
havens, combat financial speculation and curb the free movement of
capital, especially in the Union?</p>",2008-03-17,draft,,,question
2007,9,587,en,Children of migrants,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">The situation of children of EU migrants that are
left on their own in the Member State of origin while their parents
migrate for work to another Member State has raised considerable
concern in some Member States in the last two years. While policies
do exist with the aim of improving the living conditions and
education of migrant children who moved with their parents working
abroad, the phenomenon of children left at home on their own has
received little attention. According to the study made by Unicef and
Social Alternatives in Romania, almost 350 000 children in 2008 had
at least one parent who was working abroad, and nearly 126 000 had
both parents working abroad.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">The children left behind are at risk of losing care
and parental attention.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">They are at risk of general lack of care as regards
physical and mental health, mental-health related effects such as
depression, losing free time to play and develop, lack of school
participation and general participation in education and training,
malnutrition and child abuse.</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Commission plan a study to assess the
extent of the situation?</p>
<p align=""justify""><br>
</p>
<p align=""justify"">Does the Commission believe that the subject of the
children of migrant workers is not only a matter for the government
in the sending country but also for the governments of the countries
that benefit from the presence of the migrant workers on their labour
market?</p>
<p align=""justify""><br>
</p>",2009-02-13,draft,,,question
2004,9,569,en,Copyright legislation,,"<p align=""justify"">I and many of my constituents have concerns in
relation to proposed legislation on copyright. I was recently
informed that these proposals may be shelved due to the opposition
they have faced. Could the Council update me on the current situation
on copyright legislation, in particular with reference to the
proposal for a European Parliament and Council Directive amending
Directive 2006/116/EC(1) on the term of protection of copyright and
related rights? Will the Council ensure that proposals will not have
a negative impact on ordinary individual musicians, actors, artists,
etc.?</p>",2007-06-12,draft,,,question
2006,9,588,en,Economic crisis,,"<p align=""justify"">What initiatives is the Czech Presidency putting in
place to ensure that the European Union will adopt a united front in
the face of the economic crisis?</p>",1989-02-18,draft,,,question
2002,9,578,en,Financial crisis and collapse of Member State economies,,"<p align=""justify"">How is the Council reacting, and how will it react
in the future, to the collapse of Member State economies, with
particular reference to the situation in Latvia and, to some extent,
Hungary?</p>",2000-07-14,draft,,,question
2008,9,590,en,Double taxation,,"<p align=""justify"">In view of the recent case-law of the Court of
Justice concerning double taxation, what measures does the Council
intend to propose in order to harmonise European tax law so that
European citizens do not have to pay twice for the same taxable
transaction?</p>",2008-03-24,draft,,,question
2009,9,581,en,State aid to non-EU European countries,,"<meta http-equiv=""CONTENT-TYPE"" content=""text/html; charset=utf-8""><title></title><meta name=""GENERATOR"" content=""OpenOffice.org 2.3 (Linux)"">
	
	
	<style type=""text/css"">
	<!--
		@page { size: 8.27in 11.69in; margin: 0.79in }
		TD P { margin-bottom: 0in }
		P { margin-bottom: 0.08in }
	-->
	</style>

<p align=""justify"">In this time of economic tumult it is imperative
that all nations in Europe are on a level playing field and should
not have to be concerned about jobs moving to non-EU countries
involved in supplying state aid to ailing firms. If members of the
EEC or EFTA such as Switzerland are to reap benefits of increased
trade with the EU bloc then it is imperative that they reciprocate by
playing by the same rules regarding state aid. The current procedures
for remedies of breach of this are slow and cumbersome and offer no
protection to those currently losing their jobs. How does the
Commission plan to tighten up this area of competition law and ensure
there is a fast and effective procedure for dealing with complaints?</p>",2007-03-12,draft,,,question
