4081,9,417,en,Electoral Commission (Remuneration of Chairman) ,,"Summary Agenda<br>11.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Secretary of State for International Development.<br>12 noon<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Prime Minister.<br>12.30 pm<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions, Ministerial Statements (if any).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>(Deferred Divisions will take place in the ‘No’ Lobby between 12.30 pm and 2.00 pm).<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Statutory Instruments (Motions for approval) (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Proceedings on the Consolidated Fund Bill (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Banking Bill (Programme) (No. 3) (Motion) (for up to 45 minutes).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Banking Bill: Third Reading (may continue for up to one hour after the commencement of proceedings on the Banking Bill (Programme) (No. 3) Motion, if that Motion is agreed to).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Value Added Tax (Motion to annul) (for up to one and a half hours or until 8.30 pm, whichever is earlier).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Parliamentary Pensions (Motion) (for up to one and a half hours).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Electoral Commission (Appointment of Chairman) (Motion) (for up to one and half hours).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Electoral Commission (Remuneration of Chairman) (Motion) (for up to one and half hours).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Statutory Instruments (Motions for approval) (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>European Union Document (Motion) (without debate).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Cervical cancer screening of young women (Mr Fraser Kemp) (until 7.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4083,9,417,en,School Transport Bill: Report Stage and Third Reading,,"<strong>Summary Agenda</strong><br><br>11.30 a.m.&nbsp;&nbsp;&nbsp; Prayers.<br><br>Afterwards&nbsp;&nbsp;&nbsp; Oral Questions to Mr Chancellor of the Exchequer.<br><br>12.30 p.m.&nbsp;&nbsp;&nbsp; Urgent Questions, Ministerial Statements (if any). (The Leader of the House is expected to announce future business and answer questions.)<br><br>Afterwards&nbsp;&nbsp;&nbsp; Presentation of Bills (without debate).<br><br>Section 5 of the European Communities (Amendment) Act 1993 (Motion for approval) (without debate).<br><br>School Transport Bill: Report Stage and Third Reading (may continue until 6.00 p.m.).",,draft,,t,agendaitem
4075,9,1,en,Financial Services Authority-governed compensation,,"<strong>Summary Agenda</strong><br><br>10.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions (if any); Business Question to the Leader of the House; Ministerial Statements, including on Investigation into unauthorised release of Government information.<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Presentation of Bills (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Queen’s Speech (Motion for an Address) (proposed subjects for debate: Home Affairs and Justice) (may continue until 6.00 pm).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Naomi House Children’s Hospice and eligibility for Financial Services Authority-governed compensation (Mrs Maria Miller) (until 6.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4078,9,417,en,Risk management strategy,,"<strong>Summary Agenda</strong><br><br>11.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Secretary of State for Scotland.<br>12 noon<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Prime Minister.<br>12.30 pm<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions, Ministerial Statements (if any).<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Queen’s Speech (Motion for an Address) (proposed subjects for debate: Foreign Affairs and Defence) (may continue until 7.00 pm).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Business of the House (Consolidated Fund Bill) (Motion) (no debate after 7.00 pm).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: River Hull and River Humber flood risk management strategy (Mr Graham Stuart) (until 7.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4080,9,417,en,Regulation of the grocery sector,,"<strong>Summary Agenda</strong><br><br>2.30 pm<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Secretary of State for the Home Department, including at 3.15 pm Topical Questions.<br>3.30 pm<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions, Ministerial Statements (if any).<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Queen’s Speech (Motion for an Address) (proposed subjects for debate: Economy, Pensions and Welfare) (may continue until 10.00 pm).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Sittings of the House (Motion) (no debate after 10.00 pm).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Regulation of the grocery sector (Andrew George) (until 10.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4085,9,417,en,Funding of Saneline,,"<strong>Summary Agenda</strong><br><br>11.30 a.m.&nbsp;&nbsp;&nbsp; Prayers.<br><br>Afterwards&nbsp;&nbsp;&nbsp; Oral Questions to the Secretary of State for Health.<br><br>12.30 p.m.&nbsp;&nbsp;&nbsp; Urgent Questions, Ministerial Statements (if any).<br><br>Afterwards&nbsp;&nbsp;&nbsp; Private Business (without debate).<br><br>Presentation of Bills (without debate).<br><br>Private Parking Enforcement (Regulation)—Motion for leave to introduce a Bill under the Ten minute rule (Annette Brooke) (for up to 20 minutes).<br><br>Ways and Means (Budget Resolutions) (may continue until 7.00 p.m.).<br><br>Church of England Measures (Motions) (without debate).<br><br>Statutory Instruments (Motions for approval) (without debate).<br><br>Regulatory Reform Order (Motion for approval) (without debate).<br><br>At the end of the sitting: &nbsp;&nbsp; Adjournment Debate: Funding of Saneline (Sir Nicholas Winterton) (until 7.30 p.m. or for half an hour, whichever is later).",,draft,,t,agendaitem
4066,9,1,en,Protection from assault for taxi drivers,,"<strong>Summary Agenda </strong><br><br>11.30 am <br>Prayers. <br><br>Afterwards <br>Motion for Unopposed Return (without debate). <br>&nbsp;<br>Oral Questions to the Secretary of State for International Development. <br>12 noon <br><br>Oral Questions to the Prime Minister. <br>12.30 pm <br><br>Urgent Questions, Ministerial Statements (if any). <br>Afterwards <br><br>Opposition Day: Iraq inquiry (may continue until 7.00 pm). <br>&nbsp;<br>Statutory Instruments (Motions for approval) (without debate). <br>&nbsp;<br>Business of the House (Motions) (no debate after 7.00 pm). <br><br>At the end of the sitting <br>Adjournment Debate: Protection from assault for taxi drivers (Mr Brian Binley) (until 7.30 pm or for half an hour, whichever is later). <br><br>&nbsp;<br>Sitting in Westminster Hall <br>&nbsp;<br>General Debates: <br>9.30 am <br><br>Government policy on Syria and the Middle East (Mr Richard Spring). <br>11.00 am <br><br>Nitrate vulnerable zones (Christopher Fraser). <br><br>The sitting will be suspended from 11.30 am to 2.30 pm <br>2.30 pm <br><br>Parliamentary Ombudsman’s report into Equitable Life (Mr Fabian Hamilton). <br>4.00 pm <br><br>Procedures for appeals against school governing body decisions (Rosie Cooper). <br>4.30 pm <br><br>Pet passport schemes (Andrew Selous) (until 5.00 pm).",,draft,,t,agendaitem
4067,9,1,en,Preservation of traditional crafts,,"<strong>Summary Agenda</strong><br><br>10.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Minister of State for Transport, including at 11.05 am Topical Questions.<br>11.15 am<br>&nbsp;&nbsp;&nbsp; <br>Oral Questions to the Minister for Women and Equality.<br>11.30 am<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions (if any); Business Question to the Leader of the House; Ministerial Statements (if any).<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Presentation of Bill (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Business of the House (Motion) (may continue until 6.00 pm).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Regional Select Committee (London) (Motion) (may continue for up to one hour, if the Business of the House Motion is agreed to).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Standing Orders Etc. (Machinery of Government Changes); Parliamentary Pensions (Motions) (may continue until 5.00 pm, if the Business of the House Motion is agreed to).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Regional Grand Committees (Motions) (without debate).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Preservation of traditional crafts (Tom Levitt) (until 6.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4072,9,1,en,Future of public houses,,"<strong>Summary Agenda</strong><br><br>10.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Private Business (without debate).<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>Oral Questions to Mr Chancellor of the Exchequer, including at 11.15 am Topical Questions.<br>11.30 am<br>&nbsp;&nbsp;&nbsp; <br>Urgent Questions (if any); Business Question to<br>the Leader of the House; Ministerial Statements<br>(if any).<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Defence in the UK (Motion) (may continue until 6.00 pm).<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Future of public houses<br>(Mr Laurence Robertson) (until 6.30 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
4073,9,1,en,Housing subsidy in Barking and Dagenham,,"<strong>Summary Agenda</strong><br><br>9.30 am<br>&nbsp;&nbsp;&nbsp; <br>Prayers.<br>Afterwards<br>&nbsp;&nbsp;&nbsp; <br>Private Members’ Bills: Second Readings.<br>&nbsp; &nbsp;&nbsp;&nbsp; <br>(Note: If proceedings on the first Bill end before 2.30 pm, the second Bill and, possibly, subsequent Bills may be debated in the time remaining. After 2.30 pm, only those Bills which are unopposed may make further progress.)<br>At the end of the sitting<br>&nbsp;&nbsp;&nbsp; <br>Adjournment Debate: Housing subsidy in Barking and Dagenham (Jon Cruddas) (until 3.00 pm or for half an hour, whichever is later).",,draft,,t,agendaitem
