seating_id,parliament_id,session_id,session_date_start,session_date_end,seating_type,seating_begin_date,seating_begin_time,seating_end_date,seating_end_time
24,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"02/23/88 00:00:00","12/30/99 09:34:00","02/23/88 00:00:00","12/30/99 12:36:00"
25,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"02/23/88 00:00:00","12/30/99 15:15:00","02/23/88 00:00:00","12/30/99 18:26:00"
26,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"02/24/88 00:00:00","12/30/99 09:32:00","02/24/88 00:00:00","12/30/99 12:31:00"
27,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"02/29/88 00:00:00","12/30/99 09:48:00","02/29/88 00:00:00","12/30/99 12:07:00"
28,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"02/29/88 00:00:00","12/30/99 15:15:00","02/29/88 00:00:00","12/30/99 18:05:00"
29,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/01/88 00:00:00","12/30/99 09:31:00","03/01/88 00:00:00","12/30/99 12:38:00"
30,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/01/88 00:00:00","12/30/99 15:13:00","03/01/88 00:00:00","12/30/99 17:44:00"
31,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/02/88 00:00:00","12/30/99 09:42:00","03/02/88 00:00:00","12/30/99 12:52:00"
32,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/07/88 00:00:00","12/30/99 09:31:00","03/07/88 00:00:00","12/30/99 12:03:00"
33,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/07/88 00:00:00","12/30/99 15:04:00","03/07/88 00:00:00","12/30/99 18:03:00"
34,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/08/88 00:00:00","12/30/99 09:30:00","03/08/88 00:00:00","12/30/99 12:53:00"
35,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/08/88 00:00:00","12/30/99 15:19:00","03/08/88 00:00:00","12/30/99 18:23:00"
36,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/09/88 00:00:00","12/30/99 09:44:00","03/09/88 00:00:00","12/30/99 12:46:00"
37,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/14/88 00:00:00","12/30/99 09:43:00","03/14/88 00:00:00","12/30/99 12:55:00"
38,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/14/88 00:00:00","12/30/99 15:05:00","03/14/88 00:00:00","12/30/99 17:37:00"
39,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/15/88 00:00:00","12/30/99 09:38:00","03/15/88 00:00:00","12/30/99 12:21:00"
40,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/15/88 00:00:00","12/30/99 15:09:00","03/15/88 00:00:00","12/30/99 18:28:00"
41,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/16/88 00:00:00","12/30/99 09:39:00","03/16/88 00:00:00","12/30/99 12:42:00"
42,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/21/88 00:00:00","12/30/99 09:47:00","03/21/88 00:00:00","12/30/99 12:34:00"
43,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/21/88 00:00:00","12/30/99 15:08:00","03/21/88 00:00:00","12/30/99 17:52:00"
44,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/22/88 00:00:00","12/30/99 09:31:00","03/22/88 00:00:00","12/30/99 12:41:00"
45,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/22/88 00:00:00","12/30/99 15:09:00","03/22/88 00:00:00","12/30/99 17:37:00"
46,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/23/88 00:00:00","12/30/99 09:49:00","03/23/88 00:00:00","12/30/99 12:51:00"
47,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/28/88 00:00:00","12/30/99 09:36:00","03/28/88 00:00:00","12/30/99 12:11:00"
48,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/28/88 00:00:00","12/30/99 15:11:00","03/28/88 00:00:00","12/30/99 18:12:00"
49,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/29/88 00:00:00","12/30/99 09:43:00","03/29/88 00:00:00","12/30/99 12:05:00"
50,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"03/29/88 00:00:00","12/30/99 15:19:00","03/29/88 00:00:00","12/30/99 18:23:00"
51,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"03/30/88 00:00:00","12/30/99 09:33:00","03/30/88 00:00:00","12/30/99 12:39:00"
52,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/04/88 00:00:00","12/30/99 09:42:00","04/04/88 00:00:00","12/30/99 12:53:00"
53,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/04/88 00:00:00","12/30/99 15:04:00","04/04/88 00:00:00","12/30/99 18:16:00"
54,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/05/88 00:00:00","12/30/99 09:36:00","04/05/88 00:00:00","12/30/99 12:25:00"
55,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/05/88 00:00:00","12/30/99 15:16:00","04/05/88 00:00:00","12/30/99 18:20:00"
56,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/06/88 00:00:00","12/30/99 09:44:00","04/06/88 00:00:00","12/30/99 12:13:00"
57,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/11/88 00:00:00","12/30/99 09:43:00","04/11/88 00:00:00","12/30/99 12:52:00"
58,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/11/88 00:00:00","12/30/99 15:08:00","04/11/88 00:00:00","12/30/99 18:00:00"
59,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/12/88 00:00:00","12/30/99 09:34:00","04/12/88 00:00:00","12/30/99 12:18:00"
60,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/12/88 00:00:00","12/30/99 15:17:00","04/12/88 00:00:00","12/30/99 18:04:00"
61,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/13/88 00:00:00","12/30/99 09:49:00","04/13/88 00:00:00","12/30/99 12:37:00"
62,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/18/88 00:00:00","12/30/99 09:33:00","04/18/88 00:00:00","12/30/99 12:16:00"
63,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/18/88 00:00:00","12/30/99 15:06:00","04/18/88 00:00:00","12/30/99 18:14:00"
64,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/19/88 00:00:00","12/30/99 09:48:00","04/19/88 00:00:00","12/30/99 12:24:00"
65,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/19/88 00:00:00","12/30/99 15:00:00","04/19/88 00:00:00","12/30/99 17:52:00"
66,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/20/88 00:00:00","12/30/99 09:30:00","04/20/88 00:00:00","12/30/99 12:11:00"
67,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/25/88 00:00:00","12/30/99 09:39:00","04/25/88 00:00:00","12/30/99 12:14:00"
68,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/25/88 00:00:00","12/30/99 15:11:00","04/25/88 00:00:00","12/30/99 18:24:00"
69,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/26/88 00:00:00","12/30/99 09:47:00","04/26/88 00:00:00","12/30/99 12:04:00"
70,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",2,"04/26/88 00:00:00","12/30/99 15:10:00","04/26/88 00:00:00","12/30/99 18:10:00"
71,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/27/88 00:00:00","12/30/99 09:40:00","04/27/88 00:00:00","12/30/99 12:51:00"
72,6,1,"01/23/88 00:00:00","04/28/88 00:00:00",1,"04/28/88 00:00:00","12/30/99 09:46:00","04/28/88 00:00:00","12/30/99 12:23:00"
73,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/05/88 00:00:00","12/30/99 09:39:00","06/05/88 00:00:00","12/30/99 12:04:00"
74,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/06/88 00:00:00","12/30/99 09:38:00","06/06/88 00:00:00","12/30/99 12:30:00"
75,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/06/88 00:00:00","12/30/99 15:03:00","06/06/88 00:00:00","12/30/99 18:22:00"
76,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/07/88 00:00:00","12/30/99 09:49:00","06/07/88 00:00:00","12/30/99 12:17:00"
77,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/07/88 00:00:00","12/30/99 15:18:00","06/07/88 00:00:00","12/30/99 17:44:00"
78,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/08/88 00:00:00","12/30/99 09:38:00","06/08/88 00:00:00","12/30/99 12:14:00"
79,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/13/88 00:00:00","12/30/99 09:39:00","06/13/88 00:00:00","12/30/99 12:03:00"
80,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/13/88 00:00:00","12/30/99 15:00:00","06/13/88 00:00:00","12/30/99 18:23:00"
81,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/14/88 00:00:00","12/30/99 09:45:00","06/14/88 00:00:00","12/30/99 12:30:00"
82,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/14/88 00:00:00","12/30/99 15:01:00","06/14/88 00:00:00","12/30/99 17:53:00"
83,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/15/88 00:00:00","12/30/99 09:45:00","06/15/88 00:00:00","12/30/99 12:58:00"
84,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/20/88 00:00:00","12/30/99 09:47:00","06/20/88 00:00:00","12/30/99 12:52:00"
85,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/20/88 00:00:00","12/30/99 15:19:00","06/20/88 00:00:00","12/30/99 17:31:00"
86,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/21/88 00:00:00","12/30/99 09:33:00","06/21/88 00:00:00","12/30/99 12:04:00"
87,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/21/88 00:00:00","12/30/99 15:07:00","06/21/88 00:00:00","12/30/99 17:33:00"
88,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/22/88 00:00:00","12/30/99 09:31:00","06/22/88 00:00:00","12/30/99 12:41:00"
89,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/27/88 00:00:00","12/30/99 09:48:00","06/27/88 00:00:00","12/30/99 12:33:00"
90,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/27/88 00:00:00","12/30/99 15:18:00","06/27/88 00:00:00","12/30/99 18:19:00"
91,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/28/88 00:00:00","12/30/99 09:35:00","06/28/88 00:00:00","12/30/99 12:17:00"
92,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"06/28/88 00:00:00","12/30/99 15:13:00","06/28/88 00:00:00","12/30/99 18:13:00"
93,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"06/29/88 00:00:00","12/30/99 09:39:00","06/29/88 00:00:00","12/30/99 12:24:00"
94,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/04/88 00:00:00","12/30/99 09:31:00","07/04/88 00:00:00","12/30/99 12:39:00"
95,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/04/88 00:00:00","12/30/99 15:15:00","07/04/88 00:00:00","12/30/99 18:13:00"
96,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/05/88 00:00:00","12/30/99 09:43:00","07/05/88 00:00:00","12/30/99 12:36:00"
97,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/05/88 00:00:00","12/30/99 15:15:00","07/05/88 00:00:00","12/30/99 18:15:00"
98,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/06/88 00:00:00","12/30/99 09:48:00","07/06/88 00:00:00","12/30/99 12:17:00"
99,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/11/88 00:00:00","12/30/99 09:30:00","07/11/88 00:00:00","12/30/99 12:36:00"
100,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/11/88 00:00:00","12/30/99 15:18:00","07/11/88 00:00:00","12/30/99 18:13:00"
101,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/12/88 00:00:00","12/30/99 09:48:00","07/12/88 00:00:00","12/30/99 12:30:00"
102,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/12/88 00:00:00","12/30/99 15:13:00","07/12/88 00:00:00","12/30/99 18:14:00"
103,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/13/88 00:00:00","12/30/99 09:33:00","07/13/88 00:00:00","12/30/99 12:29:00"
104,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/18/88 00:00:00","12/30/99 09:30:00","07/18/88 00:00:00","12/30/99 12:37:00"
105,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/18/88 00:00:00","12/30/99 15:00:00","07/18/88 00:00:00","12/30/99 17:59:00"
106,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/19/88 00:00:00","12/30/99 09:47:00","07/19/88 00:00:00","12/30/99 12:15:00"
107,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/19/88 00:00:00","12/30/99 15:10:00","07/19/88 00:00:00","12/30/99 18:22:00"
108,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/20/88 00:00:00","12/30/99 09:33:00","07/20/88 00:00:00","12/30/99 12:14:00"
109,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/25/88 00:00:00","12/30/99 09:44:00","07/25/88 00:00:00","12/30/99 12:22:00"
110,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/25/88 00:00:00","12/30/99 15:05:00","07/25/88 00:00:00","12/30/99 18:18:00"
111,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/26/88 00:00:00","12/30/99 09:37:00","07/26/88 00:00:00","12/30/99 12:40:00"
112,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"07/26/88 00:00:00","12/30/99 15:08:00","07/26/88 00:00:00","12/30/99 17:41:00"
113,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"07/27/88 00:00:00","12/30/99 09:43:00","07/27/88 00:00:00","12/30/99 12:49:00"
114,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/01/88 00:00:00","12/30/99 09:36:00","08/01/88 00:00:00","12/30/99 12:58:00"
115,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/01/88 00:00:00","12/30/99 15:12:00","08/01/88 00:00:00","12/30/99 18:07:00"
116,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/02/88 00:00:00","12/30/99 09:36:00","08/02/88 00:00:00","12/30/99 12:33:00"
117,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/02/88 00:00:00","12/30/99 15:10:00","08/02/88 00:00:00","12/30/99 18:26:00"
118,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/03/88 00:00:00","12/30/99 09:35:00","08/03/88 00:00:00","12/30/99 12:43:00"
119,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/08/88 00:00:00","12/30/99 09:43:00","08/08/88 00:00:00","12/30/99 12:52:00"
120,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/08/88 00:00:00","12/30/99 15:11:00","08/08/88 00:00:00","12/30/99 18:15:00"
121,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/09/88 00:00:00","12/30/99 09:36:00","08/09/88 00:00:00","12/30/99 12:40:00"
122,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/09/88 00:00:00","12/30/99 15:06:00","08/09/88 00:00:00","12/30/99 18:26:00"
123,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/10/88 00:00:00","12/30/99 09:44:00","08/10/88 00:00:00","12/30/99 12:33:00"
124,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/15/88 00:00:00","12/30/99 09:45:00","08/15/88 00:00:00","12/30/99 12:08:00"
125,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/15/88 00:00:00","12/30/99 15:05:00","08/15/88 00:00:00","12/30/99 18:20:00"
126,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/16/88 00:00:00","12/30/99 09:40:00","08/16/88 00:00:00","12/30/99 12:13:00"
127,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/16/88 00:00:00","12/30/99 15:18:00","08/16/88 00:00:00","12/30/99 17:34:00"
128,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/17/88 00:00:00","12/30/99 09:46:00","08/17/88 00:00:00","12/30/99 12:56:00"
129,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/22/88 00:00:00","12/30/99 09:44:00","08/22/88 00:00:00","12/30/99 12:55:00"
130,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/22/88 00:00:00","12/30/99 15:02:00","08/22/88 00:00:00","12/30/99 17:33:00"
131,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/23/88 00:00:00","12/30/99 09:37:00","08/23/88 00:00:00","12/30/99 12:08:00"
132,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",2,"08/23/88 00:00:00","12/30/99 15:19:00","08/23/88 00:00:00","12/30/99 17:34:00"
133,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/24/88 00:00:00","12/30/99 09:42:00","08/24/88 00:00:00","12/30/99 12:22:00"
134,6,2,"06/05/88 00:00:00","08/28/88 00:00:00",1,"08/28/88 00:00:00","12/30/99 09:35:00","08/28/88 00:00:00","12/30/99 12:05:00"
135,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/03/88 00:00:00","12/30/99 09:36:00","10/03/88 00:00:00","12/30/99 12:53:00"
136,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/04/88 00:00:00","12/30/99 09:37:00","10/04/88 00:00:00","12/30/99 12:18:00"
137,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/04/88 00:00:00","12/30/99 15:07:00","10/04/88 00:00:00","12/30/99 17:34:00"
138,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/05/88 00:00:00","12/30/99 09:38:00","10/05/88 00:00:00","12/30/99 12:50:00"
139,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/05/88 00:00:00","12/30/99 15:14:00","10/05/88 00:00:00","12/30/99 17:34:00"
140,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/10/88 00:00:00","12/30/99 09:41:00","10/10/88 00:00:00","12/30/99 12:40:00"
141,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/10/88 00:00:00","12/30/99 15:08:00","10/10/88 00:00:00","12/30/99 18:29:00"
142,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/11/88 00:00:00","12/30/99 09:37:00","10/11/88 00:00:00","12/30/99 12:50:00"
143,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/11/88 00:00:00","12/30/99 15:11:00","10/11/88 00:00:00","12/30/99 17:46:00"
144,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/12/88 00:00:00","12/30/99 09:38:00","10/12/88 00:00:00","12/30/99 12:36:00"
145,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/17/88 00:00:00","12/30/99 09:42:00","10/17/88 00:00:00","12/30/99 12:07:00"
146,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/17/88 00:00:00","12/30/99 15:03:00","10/17/88 00:00:00","12/30/99 18:29:00"
147,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/18/88 00:00:00","12/30/99 09:36:00","10/18/88 00:00:00","12/30/99 12:18:00"
148,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/18/88 00:00:00","12/30/99 15:19:00","10/18/88 00:00:00","12/30/99 18:24:00"
149,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/19/88 00:00:00","12/30/99 09:42:00","10/19/88 00:00:00","12/30/99 12:45:00"
150,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/24/88 00:00:00","12/30/99 09:37:00","10/24/88 00:00:00","12/30/99 12:21:00"
151,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/24/88 00:00:00","12/30/99 15:16:00","10/24/88 00:00:00","12/30/99 18:05:00"
152,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/25/88 00:00:00","12/30/99 09:37:00","10/25/88 00:00:00","12/30/99 12:50:00"
153,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/25/88 00:00:00","12/30/99 15:00:00","10/25/88 00:00:00","12/30/99 18:23:00"
154,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/26/88 00:00:00","12/30/99 09:31:00","10/26/88 00:00:00","12/30/99 12:05:00"
155,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"10/31/88 00:00:00","12/30/99 09:47:00","10/31/88 00:00:00","12/30/99 12:32:00"
156,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"10/31/88 00:00:00","12/30/99 15:18:00","10/31/88 00:00:00","12/30/99 18:03:00"
157,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/01/88 00:00:00","12/30/99 09:32:00","11/01/88 00:00:00","12/30/99 12:04:00"
158,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"11/01/88 00:00:00","12/30/99 15:10:00","11/01/88 00:00:00","12/30/99 17:37:00"
159,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/02/88 00:00:00","12/30/99 09:46:00","11/02/88 00:00:00","12/30/99 12:53:00"
160,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/07/88 00:00:00","12/30/99 09:47:00","11/07/88 00:00:00","12/30/99 12:08:00"
161,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"11/07/88 00:00:00","12/30/99 15:07:00","11/07/88 00:00:00","12/30/99 18:20:00"
162,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/08/88 00:00:00","12/30/99 09:33:00","11/08/88 00:00:00","12/30/99 12:28:00"
163,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"11/08/88 00:00:00","12/30/99 15:10:00","11/08/88 00:00:00","12/30/99 18:10:00"
164,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/09/88 00:00:00","12/30/99 09:44:00","11/09/88 00:00:00","12/30/99 12:48:00"
165,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/14/88 00:00:00","12/30/99 09:49:00","11/14/88 00:00:00","12/30/99 12:54:00"
166,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",2,"11/14/88 00:00:00","12/30/99 15:04:00","11/14/88 00:00:00","12/30/99 17:41:00"
167,6,3,"10/03/88 00:00:00","11/25/88 00:00:00",1,"11/15/88 00:00:00","12/30/99 09:47:00","11/15/88 00:00:00","12/30/99 12:56:00"
