ID,person_id,costituency_ID,parliament_id,MP_date_join,MP_date_leave,MP_leave_reason
33,221,15,6,"01/23/88 00:00:00","06/12/92 00:00:00","death"
34,61,16,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
35,133,18,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
36,88,19,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
37,203,20,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
38,58,21,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
39,13,22,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
40,193,23,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
41,117,26,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
42,187,27,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
43,127,28,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
44,118,29,6,"01/23/88 00:00:00","06/16/92 00:00:00","death"
45,204,30,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
46,22,31,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
47,35,32,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
48,74,33,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
49,144,34,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
50,95,35,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
51,86,36,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
52,14,37,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
53,17,39,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
54,154,40,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
55,143,41,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
56,169,42,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
57,158,43,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
58,153,44,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
59,26,45,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
60,49,46,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
61,132,47,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
62,68,48,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
63,198,49,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
64,126,51,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
65,82,52,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
66,180,53,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
67,147,54,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
68,2,55,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
69,1,56,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
70,161,57,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
71,140,58,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
72,217,59,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
73,42,60,6,"01/23/88 00:00:00","05/30/89 00:00:00","resignation"
74,155,61,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
75,87,63,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
76,165,64,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
77,115,65,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
78,5,66,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
79,164,67,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
80,194,68,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
81,119,69,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
82,109,70,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
83,213,71,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
84,32,72,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
85,200,73,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
86,3,75,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
87,124,76,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
88,192,78,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
89,11,79,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
90,168,80,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
91,175,81,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
92,181,82,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
93,38,83,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
94,75,84,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
95,145,85,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
96,34,86,6,"01/23/88 00:00:00","05/25/90 00:00:00","death"
97,24,87,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
98,77,88,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
99,81,89,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
100,18,90,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
101,111,91,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
102,43,92,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
103,96,93,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
104,107,94,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
105,71,95,6,"01/23/88 00:00:00","02/06/91 00:00:00","death"
106,151,97,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
107,55,98,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
108,223,99,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
109,149,100,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
110,33,101,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
111,66,102,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
112,8,103,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
113,4,104,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
114,63,105,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
115,98,106,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
116,228,107,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
117,216,108,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
118,56,109,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
119,99,110,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
120,9,111,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
121,37,112,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
122,91,114,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
123,139,115,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
124,211,116,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
125,178,117,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
126,160,118,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
127,196,119,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
128,148,120,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
129,7,121,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
130,39,122,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
131,60,123,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
132,215,125,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
133,67,126,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
134,212,127,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
135,152,128,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
136,48,129,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
137,64,130,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
138,12,131,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
139,122,132,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
140,135,133,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
141,108,134,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
142,83,135,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
143,123,136,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
144,103,138,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
145,186,139,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
146,90,140,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
147,19,141,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
148,226,142,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
149,177,143,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
150,104,144,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
151,201,145,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
152,44,146,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
153,46,147,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
154,137,148,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
155,84,149,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
156,10,151,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
157,76,152,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
158,50,153,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
159,162,154,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
160,102,155,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
161,80,156,6,"01/23/88 00:00:00","09/28/90 00:00:00","death"
162,136,157,6,"01/23/88 00:00:00","03/09/91 00:00:00","resignation"
163,163,158,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
164,97,159,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
165,85,160,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
166,159,161,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
167,94,162,6,"01/23/88 00:00:00","11/14/91 00:00:00","death"
168,110,163,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
169,28,164,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
170,172,165,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
171,182,166,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
172,36,167,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
173,191,168,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
174,45,169,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
175,69,170,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
176,114,171,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
177,72,172,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
178,199,173,6,"01/23/88 00:00:00","04/24/89 00:00:00","death"
179,138,174,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
180,29,175,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
181,23,176,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
182,51,177,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
183,179,178,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
184,112,179,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
185,197,181,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
186,27,182,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
187,184,183,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
188,57,185,6,"01/23/88 00:00:00","07/14/92 00:00:00","resignation"
189,21,186,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
190,89,187,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
191,73,188,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
192,218,189,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
193,120,190,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
194,157,191,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
195,224,192,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
196,116,193,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
197,59,194,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
198,207,195,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
199,188,196,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
200,125,197,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
201,208,198,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
202,210,200,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
203,205,201,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
204,166,202,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
205,106,203,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
206,183,204,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
207,131,205,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
208,53,206,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
209,214,208,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
210,70,209,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
211,142,210,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
212,20,207,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
213,30,150,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
214,65,74,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
215,79,184,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
216,105,199,6,"01/23/88 00:00:00","08/18/90 00:00:00","resignation"
217,128,96,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
218,141,180,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
219,171,17,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
220,206,62,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
221,222,50,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
222,6,113,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
223,15,77,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
224,25,24,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
225,47,124,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
226,134,25,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
227,150,38,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
228,227,137,6,"01/23/88 00:00:00","11/05/92 00:00:00","end mandate"
229,240,173,6,"07/14/89 00:00:00","11/05/92 00:00:00","end mandate"
230,231,60,6,"08/30/89 00:00:00","11/05/92 00:00:00","end mandate"
231,230,86,6,"08/25/90 00:00:00","11/05/92 00:00:00","end mandate"
232,236,199,6,"11/19/90 00:00:00","11/05/92 00:00:00","end mandate"
233,234,156,6,"12/28/90 00:00:00","11/05/92 00:00:00","end mandate"
234,239,5,6,"01/10/91 00:00:00","11/05/92 00:00:00","end mandate"
235,233,95,6,"05/06/91 00:00:00","11/05/92 00:00:00","end mandate"
236,238,157,6,"06/09/91 00:00:00","11/05/92 00:00:00","end mandate"
237,235,162,6,"02/04/92 00:00:00","11/05/92 00:00:00","end mandate"
238,229,0,6,"02/12/92 00:00:00","11/05/92 00:00:00","end mandate"
239,237,29,6,"09/06/92 00:00:00","11/05/92 00:00:00","end mandate"
240,241,15,6,"09/15/92 00:00:00","11/05/92 00:00:00","end mandate"
241,232,185,6,"10/17/92 00:00:00","11/05/92 00:00:00","end mandate"
242,1,56,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
243,2,55,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
244,3,76,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
245,4,103,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
246,5,67,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
247,14,37,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
248,15,78,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
249,25,24,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
250,26,45,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
251,27,181,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
252,28,163,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
253,29,174,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
254,30,149,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
255,31,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
256,50,152,7,"02/03/93 00:00:00","02/02/97 00:00:00","resignation"
257,60,122,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
258,61,16,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
259,62,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
260,63,104,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
261,69,169,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
262,70,209,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
263,72,171,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
264,73,188,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
265,74,33,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
266,75,85,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
267,96,93,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
268,97,158,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
269,98,105,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
270,99,109,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
271,100,2,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
272,102,154,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
273,103,137,7,"02/03/93 00:00:00","10/18/96 00:00:00","resignation"
274,104,143,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
275,122,131,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
276,123,135,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
277,124,77,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
278,125,197,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
279,126,51,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
280,127,28,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
281,128,95,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
282,129,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
283,130,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
284,137,147,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
285,138,173,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
286,139,114,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
287,140,58,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
288,141,179,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
289,148,119,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
290,149,99,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
291,150,38,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
292,151,96,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
293,158,43,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
294,159,160,7,"02/03/93 00:00:00","08/10/96 00:00:00","death"
295,160,117,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
296,161,57,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
297,163,157,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
298,164,68,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
299,166,202,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
300,167,4,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
301,168,81,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
302,169,42,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
303,170,9,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
304,171,17,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
305,172,164,7,"02/03/93 00:00:00","07/29/96 00:00:00","death"
306,174,12,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
307,175,82,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
308,176,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
309,177,142,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
310,178,116,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
311,191,167,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
312,192,79,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
313,193,23,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
314,194,69,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
315,195,14,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
316,196,118,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
317,208,198,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
318,209,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
319,210,200,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
320,211,115,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
321,212,126,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
322,213,72,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
323,225,0,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
324,226,141,7,"02/03/93 00:00:00","10/06/96 00:00:00","death"
325,227,136,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
326,228,106,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
327,242,162,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
328,243,199,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
329,244,10,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
330,245,3,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
331,246,112,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
332,247,46,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
333,248,178,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
334,249,194,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
335,250,196,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
336,251,168,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
337,252,47,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
338,253,92,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
339,254,63,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
340,255,208,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
341,256,193,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
342,257,90,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
343,258,124,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
344,259,84,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
345,260,190,7,"02/03/93 00:00:00","05/12/96 00:00:00","death"
346,261,22,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
347,262,121,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
348,263,205,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
349,264,187,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
350,265,65,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
351,266,111,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
352,267,88,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
353,268,138,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
354,269,62,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
355,270,146,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
356,271,13,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
357,272,60,7,"02/03/93 00:00:00","12/03/97 00:00:00","end mandate"
