seating_id,parliament_id,person_id,attendance_id
3999,9,437,3
3999,9,438,2
3999,9,439,1
3999,9,441,2
3999,9,442,2
3999,9,443,2
3999,9,444,1
3999,9,445,3
3999,9,446,1
3999,9,447,1
3999,9,448,3
3999,9,450,2
3999,9,451,2
3999,9,452,1
3999,9,453,3
3999,9,456,2
3999,9,459,3
3999,9,460,2
3999,9,461,2
3999,9,462,1
3999,9,464,1
3999,9,465,3
3999,9,466,2
3999,9,467,2
3999,9,468,2
3999,9,469,3
3999,9,470,3
3999,9,472,2
3999,9,473,2
3999,9,474,2
3999,9,475,1
3999,9,476,2
3999,9,477,3
3999,9,478,3
3999,9,479,3
3999,9,480,2
3999,9,481,3
3999,9,483,2
3999,9,484,3
3999,9,485,2
3999,9,486,2
3999,9,487,2
3999,9,488,2
3999,9,489,1
3999,9,490,3
3999,9,491,2
3999,9,492,2
3999,9,493,3
3999,9,494,1
3999,9,495,3
3999,9,496,2
3999,9,497,3
3999,9,498,3
3999,9,499,3
3999,9,500,3
3999,9,501,1
3999,9,502,1
3999,9,503,2
3999,9,504,2
3999,9,505,3
3999,9,506,2
3999,9,507,1
3999,9,508,1
3999,9,509,3
3999,9,510,1
3999,9,511,3
3999,9,512,1
3999,9,513,1
3999,9,514,1
3999,9,516,2
3999,9,517,2
3999,9,518,2
3999,9,519,3
3999,9,520,1
3999,9,521,2
3999,9,522,3
3999,9,523,2
3999,9,524,3
3999,9,525,1
3999,9,526,3
3999,9,527,3
3999,9,528,1
3999,9,529,3
3999,9,530,3
3999,9,531,3
3999,9,533,1
4000,9,1,2
4000,9,2,3
4000,9,5,3
4000,9,14,2
4000,9,15,1
4000,9,25,2
4000,9,61,3
4000,9,62,3
4000,9,69,1
4000,9,72,2
4000,9,73,1
4000,9,74,1
4000,9,75,1
4000,9,96,3
4000,9,97,2
4000,9,98,2
4000,9,103,2
4000,9,124,3
4000,9,125,3
4000,9,129,3
4000,9,130,3
4000,9,138,3
4000,9,139,1
4000,9,149,3
4000,9,150,1
4000,9,151,3
4000,9,158,3
4000,9,164,1
4000,9,166,3
4000,9,167,3
4000,9,168,3
4000,9,174,3
4000,9,175,2
4000,9,176,1
4000,9,243,2
4000,9,244,1
4000,9,245,2
4000,9,247,2
4000,9,248,3
4000,9,249,2
4000,9,257,1
4000,9,258,2
4000,9,261,3
4000,9,262,2
4000,9,263,1
4000,9,264,2
4000,9,265,1
4000,9,266,1
4000,9,267,2
4000,9,268,1
4000,9,269,1
4000,9,270,3
4000,9,283,1
4000,9,284,3
4000,9,285,2
4000,9,286,3
4000,9,287,3
4000,9,288,1
4000,9,289,3
4000,9,290,1
4000,9,291,2
4000,9,292,3
4000,9,303,3
4000,9,304,2
4000,9,305,2
4000,9,306,1
4000,9,307,3
4000,9,308,2
4000,9,309,3
4000,9,310,3
4000,9,314,2
4000,9,315,1
4000,9,316,1
4000,9,317,2
4000,9,318,3
4000,9,320,1
4000,9,321,2
4000,9,325,3
4000,9,327,2
4000,9,328,3
4000,9,329,1
4000,9,330,3
4000,9,336,2
4000,9,337,2
4000,9,338,1
4000,9,339,1
4000,9,340,3
4000,9,341,3
4000,9,342,2
4000,9,343,3
4000,9,344,3
4000,9,345,2
4000,9,352,2
4000,9,353,2
4000,9,355,3
4000,9,359,1
4000,9,360,2
4000,9,361,3
4000,9,363,3
4000,9,365,2
4000,9,367,1
4000,9,368,1
4000,9,369,1
4000,9,374,2
4000,9,391,3
4000,9,392,1
4000,9,393,2
4000,9,394,2
4000,9,395,1
4000,9,396,1
4000,9,397,1
4000,9,398,1
4000,9,399,2
4000,9,400,2
4000,9,401,1
4000,9,403,2
4000,9,404,1
4000,9,405,3
4000,9,406,1
4000,9,407,3
4000,9,408,2
4000,9,409,3
4000,9,410,3
4000,9,411,1
4000,9,412,3
4000,9,413,2
4000,9,415,3
4000,9,416,3
4000,9,417,1
4000,9,422,3
4000,9,424,2
4000,9,425,3
4000,9,427,2
4000,9,428,2
4000,9,429,1
4000,9,430,2
4000,9,431,3
4000,9,432,1
4000,9,433,3
4000,9,434,2
4000,9,435,3
4000,9,436,1
4000,9,437,3
4000,9,438,2
4000,9,439,2
4000,9,441,2
4000,9,442,3
4000,9,443,1
4000,9,444,3
4000,9,445,3
4000,9,446,1
4000,9,447,1
4000,9,448,2
4000,9,450,2
4000,9,451,3
4000,9,452,2
4000,9,453,2
4000,9,456,1
4000,9,459,1
4000,9,460,2
4000,9,461,2
4000,9,462,3
4000,9,464,1
4000,9,465,2
4000,9,466,2
4000,9,467,3
4000,9,468,1
4000,9,469,1
4000,9,470,3
4000,9,472,2
4000,9,473,1
4000,9,474,2
4000,9,475,2
4000,9,476,1
4000,9,477,2
4000,9,478,2
4000,9,479,3
4000,9,480,1
4000,9,481,3
4000,9,483,2
4000,9,484,1
4000,9,485,1
4000,9,486,3
4000,9,487,1
4000,9,488,1
4000,9,489,1
4000,9,490,3
4000,9,491,3
4000,9,492,3
4000,9,493,3
4000,9,494,2
4000,9,495,1
4000,9,496,1
4000,9,497,2
4000,9,498,1
4000,9,499,2
4000,9,500,3
4000,9,501,1
4000,9,502,2
4000,9,503,2
4000,9,504,3
4000,9,505,2
4000,9,506,3
4000,9,507,2
4000,9,508,2
4000,9,509,1
4000,9,510,3
4000,9,511,1
4000,9,512,3
4000,9,513,1
4000,9,514,1
4000,9,516,2
4000,9,517,2
4000,9,518,3
4000,9,519,3
4000,9,520,2
4000,9,521,3
4000,9,522,1
4000,9,523,2
4000,9,524,2
4000,9,525,2
4000,9,526,3
4000,9,527,1
4000,9,528,2
4000,9,529,1
4000,9,530,3
4000,9,531,1
4000,9,533,1
4001,9,1,3
4001,9,2,1
4001,9,5,1
4001,9,14,1
4001,9,15,3
4001,9,25,3
4001,9,61,3
4001,9,62,2
4001,9,69,2
4001,9,72,2
4001,9,73,1
4001,9,74,2
4001,9,75,3
4001,9,96,2
4001,9,97,1
4001,9,98,1
4001,9,103,2
4001,9,124,2
4001,9,125,3
4001,9,129,3
4001,9,130,3
4001,9,138,1
4001,9,139,2
4001,9,149,1
4001,9,150,3
4001,9,151,1
4001,9,158,3
4001,9,164,1
4001,9,166,1
4001,9,167,1
4001,9,168,2
4001,9,174,3
4001,9,175,3
4001,9,176,2
4001,9,243,1
4001,9,244,3
4001,9,245,2
4001,9,247,3
4001,9,248,3
4001,9,249,1
4001,9,257,2
4001,9,258,3
4001,9,261,2
4001,9,262,1
4001,9,263,2
4001,9,264,3
4001,9,265,3
4001,9,266,2
4001,9,267,3
4001,9,268,1
4001,9,269,1
4001,9,270,1
4001,9,283,2
4001,9,284,3
4001,9,285,2
4001,9,286,2
4001,9,287,3
4001,9,288,2
4001,9,289,1
4001,9,290,1
4001,9,291,3
4001,9,292,3
4001,9,303,2
4001,9,304,2
4001,9,305,2
4001,9,306,3
4001,9,307,3
4001,9,308,3
4001,9,309,3
4001,9,310,3
4001,9,314,1
4001,9,315,1
4001,9,316,2
4001,9,317,3
4001,9,318,2
4001,9,320,1
4001,9,321,2
4001,9,325,2
4001,9,327,3
4001,9,328,1
4001,9,329,1
4001,9,330,1
4001,9,336,1
4001,9,337,3
4001,9,338,2
4001,9,339,3
4001,9,340,2
4001,9,341,1
4001,9,342,1
4001,9,343,1
4001,9,344,2
4001,9,345,2
4001,9,352,1
4001,9,353,3
4001,9,355,2
4001,9,359,3
4001,9,360,2
4001,9,361,3
4001,9,363,2
4001,9,365,3
4001,9,367,2
4001,9,368,3
4001,9,369,1
4001,9,374,3
4001,9,391,1
4001,9,392,1
4001,9,393,1
4001,9,394,3
4001,9,395,3
4001,9,396,2
4001,9,397,2
4001,9,398,1
4001,9,399,1
4001,9,400,1
4001,9,401,2
4001,9,403,3
4001,9,404,1
4001,9,405,2
4001,9,406,1
4001,9,407,1
4001,9,408,1
4001,9,409,1
4001,9,410,2
4001,9,411,2
4001,9,412,2
4001,9,413,1
4001,9,415,1
4001,9,416,1
4001,9,417,2
4001,9,422,2
4001,9,424,2
4001,9,425,3
4001,9,427,2
4001,9,428,2
4001,9,429,2
4001,9,430,1
4001,9,431,3
4001,9,432,2
4001,9,433,3
4001,9,434,3
4001,9,435,3
4001,9,436,1
4001,9,437,3
4001,9,438,2
4001,9,439,2
4001,9,441,3
4001,9,442,2
4001,9,443,1
4001,9,444,2
4001,9,445,3
4001,9,446,2
4001,9,447,3
4001,9,448,1
4001,9,450,1
4001,9,451,2
4001,9,452,2
4001,9,453,1
4001,9,456,3
4001,9,459,3
4001,9,460,2
4001,9,461,3
4001,9,462,1
4001,9,464,3
4001,9,465,1
4001,9,466,1
4001,9,467,1
4001,9,468,2
4001,9,469,3
4001,9,470,3
4001,9,472,3
4001,9,473,1
4001,9,474,2
4001,9,475,2
4001,9,476,1
4001,9,477,3
4001,9,478,3
4001,9,479,1
4001,9,480,3
4001,9,481,3
4001,9,483,2
4001,9,484,3
4001,9,485,2
4001,9,486,1
4001,9,487,2
4001,9,488,2
4001,9,489,3
4001,9,490,1
4001,9,491,3
4001,9,492,3
4001,9,493,2
4001,9,494,3
4001,9,495,1
4001,9,496,2
4001,9,497,2
4001,9,498,1
4001,9,499,1
4001,9,500,2
4001,9,501,2
4001,9,502,3
4001,9,503,2
4001,9,504,2
4001,9,505,1
4001,9,506,2
4001,9,507,3
4001,9,508,2
4001,9,509,3
4001,9,510,3
4001,9,511,2
4001,9,512,1
4001,9,513,3
4001,9,514,1
4001,9,516,3
4001,9,517,1
4001,9,518,2
4001,9,519,1
4001,9,520,1
4001,9,521,3
4001,9,522,1
4001,9,523,2
4001,9,524,3
4001,9,525,3
4001,9,526,3
4001,9,527,3
4001,9,528,2
4001,9,529,3
4001,9,530,1
4001,9,531,2
4001,9,533,2
4002,9,1,2
4002,9,2,3
4002,9,5,3
4002,9,14,2
4002,9,15,1
4002,9,25,3
4002,9,61,3
4002,9,62,3
4002,9,69,3
4002,9,72,1
4002,9,73,3
4002,9,74,1
4002,9,75,3
4002,9,96,2
4002,9,97,2
4002,9,98,2
4002,9,103,2
4002,9,124,3
4002,9,125,2
4002,9,129,1
4002,9,130,3
4002,9,138,1
4002,9,139,2
4002,9,149,2
4002,9,150,2
4002,9,151,3
4002,9,158,2
4002,9,164,2
4002,9,166,2
4002,9,167,1
4002,9,168,1
4002,9,174,1
4002,9,175,3
4002,9,176,1
4002,9,243,2
4002,9,244,1
4002,9,245,1
4002,9,247,1
4002,9,248,2
4002,9,249,1
4002,9,257,1
4002,9,258,2
4002,9,261,1
4002,9,262,2
4002,9,263,2
4002,9,264,2
4002,9,265,2
4002,9,266,3
4002,9,267,1
4002,9,268,1
4002,9,269,3
4002,9,270,3
4002,9,283,3
4002,9,284,1
4002,9,285,2
4002,9,286,3
4002,9,287,3
4002,9,288,2
4002,9,289,3
4002,9,290,2
4002,9,291,3
4002,9,292,1
4002,9,303,1
4002,9,304,1
4002,9,305,1
4002,9,306,2
4002,9,307,2
4002,9,308,2
4002,9,309,1
4002,9,310,3
4002,9,314,3
4002,9,315,2
4002,9,316,3
4002,9,317,1
4002,9,318,3
4002,9,320,1
4002,9,321,3
4002,9,325,2
4002,9,327,3
4002,9,328,2
4002,9,329,1
4002,9,330,1
4002,9,336,2
4002,9,337,1
4002,9,338,2
4002,9,339,3
4002,9,340,2
4002,9,341,3
4002,9,342,1
4002,9,343,2
4002,9,344,2
4002,9,345,2
4002,9,352,2
4002,9,353,2
4002,9,355,1
4002,9,359,2
4002,9,360,2
4002,9,361,2
4002,9,363,2
4002,9,365,1
4002,9,367,3
4002,9,368,2
4002,9,369,3
4002,9,374,3
4002,9,391,2
4002,9,392,3
4002,9,393,3
4002,9,394,3
4002,9,395,1
4002,9,396,1
4002,9,397,1
4002,9,398,3
4002,9,399,1
4002,9,400,2
4002,9,401,3
4002,9,403,2
4002,9,404,3
4002,9,405,1
4002,9,406,1
4002,9,407,3
4002,9,408,2
4002,9,409,2
4002,9,410,1
4002,9,411,2
4002,9,412,2
4002,9,413,3
4002,9,415,3
4002,9,416,1
4002,9,417,3
4002,9,422,3
4002,9,424,3
4002,9,425,3
4002,9,427,3
4002,9,428,3
4002,9,429,3
4002,9,430,3
4002,9,431,2
4002,9,432,1
4002,9,433,3
4002,9,434,1
4002,9,435,1
4002,9,436,2
4002,9,437,3
4002,9,438,2
4002,9,439,1
4002,9,441,2
4002,9,442,2
4002,9,443,1
4002,9,444,1
4002,9,445,3
4002,9,446,1
4002,9,447,1
4002,9,448,1
4002,9,450,3
4002,9,451,3
4002,9,452,2
4002,9,453,1
4002,9,456,1
4002,9,459,1
4002,9,460,1
4002,9,461,3
4002,9,462,1
4002,9,464,1
4002,9,465,1
4002,9,466,3
4002,9,467,1
4002,9,468,1
4002,9,469,3
4002,9,470,2
4002,9,472,1
4002,9,473,3
4002,9,474,2
4002,9,475,1
4002,9,476,3
4002,9,477,2
4002,9,478,1
4002,9,479,3
4002,9,480,2
4002,9,481,3
4002,9,483,1
4002,9,484,3
4002,9,485,3
4002,9,486,1
4002,9,487,1
4002,9,488,2
4002,9,489,2
4002,9,490,2
4002,9,491,3
4002,9,492,1
4002,9,493,1
4002,9,494,2
4002,9,495,2
4002,9,496,1
4002,9,497,3
4002,9,498,3
4002,9,499,3
4002,9,500,1
4002,9,501,2
4002,9,502,3
4002,9,503,1
4002,9,504,3
4002,9,505,1
4002,9,506,1
4002,9,507,1
4002,9,508,2
4002,9,509,1
4002,9,510,3
4002,9,511,1
4002,9,512,3
4002,9,513,1
4002,9,514,1
4002,9,516,3
4002,9,517,1
4002,9,518,2
4002,9,519,3
4002,9,520,3
4002,9,521,1
4002,9,522,1
4002,9,523,1
4002,9,524,2
4002,9,525,1
4002,9,526,3
4002,9,527,2
4002,9,528,1
4002,9,529,3
4002,9,530,2
4002,9,531,3
4002,9,533,1
4003,9,1,2
4003,9,2,2
4003,9,5,3
4003,9,14,1
4003,9,15,1
4003,9,25,1
4003,9,61,2
4003,9,62,1
4003,9,69,2
4003,9,72,3
4003,9,73,3
4003,9,74,3
4003,9,75,3
4003,9,96,2
4003,9,97,1
4003,9,98,3
4003,9,103,1
4003,9,124,1
4003,9,125,1
4003,9,129,3
4003,9,130,2
4003,9,138,2
4003,9,139,3
4003,9,149,3
4003,9,150,1
4003,9,151,3
4003,9,158,1
4003,9,164,1
4003,9,166,2
4003,9,167,3
4003,9,168,3
4003,9,174,2
4003,9,175,1
4003,9,176,3
4003,9,243,1
4003,9,244,1
4003,9,245,1
4003,9,247,1
4003,9,248,1
4003,9,249,1
4003,9,257,3
4003,9,258,2
4003,9,261,3
4003,9,262,3
4003,9,263,1
4003,9,264,2
4003,9,265,3
4003,9,266,3
4003,9,267,2
4003,9,268,2
4003,9,269,3
4003,9,270,3
4003,9,283,3
4003,9,284,1
4003,9,285,2
4003,9,286,2
4003,9,287,3
4003,9,288,1
4003,9,289,1
4003,9,290,1
4003,9,291,2
4003,9,292,3
4003,9,303,2
4003,9,304,2
4003,9,305,2
4003,9,306,2
4003,9,307,3
4003,9,308,1
4003,9,309,2
4003,9,310,1
4003,9,314,2
4003,9,315,2
4003,9,316,3
4003,9,317,1
4003,9,318,2
4003,9,320,2
4003,9,321,2
4003,9,325,1
4003,9,327,1
4003,9,328,1
4003,9,329,3
4003,9,330,3
4003,9,336,1
4003,9,337,3
4003,9,338,1
4003,9,339,1
4003,9,340,2
4003,9,341,3
4003,9,342,1
4003,9,343,2
4003,9,344,2
4003,9,345,3
4003,9,352,3
4003,9,353,3
4003,9,355,3
4003,9,359,1
4003,9,360,2
4003,9,361,2
4003,9,363,1
4003,9,365,1
4003,9,367,1
4003,9,368,3
4003,9,369,3
4003,9,374,2
4003,9,391,2
4003,9,392,2
4003,9,393,3
4003,9,394,2
4003,9,395,1
4003,9,396,1
4003,9,397,1
4003,9,398,1
4003,9,399,1
4003,9,400,3
4003,9,401,2
4003,9,403,1
4003,9,404,2
4003,9,405,2
4003,9,406,2
4003,9,407,2
4003,9,408,3
4003,9,409,1
4003,9,410,2
4003,9,411,3
4003,9,412,3
4003,9,413,3
4003,9,415,3
4003,9,416,3
4003,9,417,3
4003,9,422,2
4003,9,424,1
4003,9,425,1
4003,9,427,3
4003,9,428,2
4003,9,429,2
4003,9,430,2
4003,9,431,2
4003,9,432,3
4003,9,433,2
4003,9,434,3
4003,9,435,2
4003,9,436,1
4003,9,437,3
4003,9,438,3
4003,9,439,1
4003,9,441,3
4003,9,442,2
4003,9,443,3
4003,9,444,3
4003,9,445,1
4003,9,446,3
4003,9,447,2
4003,9,448,3
4003,9,450,2
4003,9,451,1
4003,9,452,1
4003,9,453,3
4003,9,456,1
4003,9,459,2
4003,9,460,1
4003,9,461,1
4003,9,462,2
4003,9,464,1
4003,9,465,1
4003,9,466,2
4003,9,467,2
4003,9,468,3
4003,9,469,3
4003,9,470,3
4003,9,472,3
4003,9,473,3
4003,9,474,2
4003,9,475,3
4003,9,476,1
4003,9,477,1
4003,9,478,2
4003,9,479,1
4003,9,480,1
4003,9,481,3
4003,9,483,2
4003,9,484,1
4003,9,485,1
4003,9,486,1
4003,9,487,1
4003,9,488,3
4003,9,489,3
4003,9,490,3
4003,9,491,2
4003,9,492,3
4003,9,493,2
4003,9,494,2
4003,9,495,1
4003,9,496,2
4003,9,497,3
4003,9,498,3
4003,9,499,1
4003,9,500,2
4003,9,501,2
4003,9,502,2
4003,9,503,2
4003,9,504,1
4003,9,505,3
4003,9,506,3
4003,9,507,1
4003,9,508,1
4003,9,509,1
4003,9,510,3
4003,9,511,1
4003,9,512,1
4003,9,513,3
4003,9,514,2
4003,9,516,3
4003,9,517,1
4003,9,518,2
4003,9,519,3
4003,9,520,2
4003,9,521,2
4003,9,522,1
4003,9,523,2
4003,9,524,1
4003,9,525,3
4003,9,526,3
4003,9,527,1
4003,9,528,1
4003,9,529,2
4003,9,530,3
4003,9,531,2
4003,9,533,3
4004,9,1,2
4004,9,2,3
4004,9,5,2
4004,9,14,2
4004,9,15,1
4004,9,25,2
4004,9,61,2
4004,9,62,2
4004,9,69,2
4004,9,72,1
4004,9,73,3
4004,9,74,3
4004,9,75,1
4004,9,96,2
4004,9,97,1
4004,9,98,2
4004,9,103,1
4004,9,124,1
4004,9,125,3
4004,9,129,2
4004,9,130,1
4004,9,138,2
4004,9,139,3
4004,9,149,2
4004,9,150,1
4004,9,151,3
4004,9,158,3
4004,9,164,1
4004,9,166,3
4004,9,167,2
4004,9,168,2
4004,9,174,3
4004,9,175,1
4004,9,176,3
4004,9,243,1
4004,9,244,3
4004,9,245,3
4004,9,247,1
4004,9,248,2
4004,9,249,2
4004,9,257,3
4004,9,258,1
4004,9,261,2
4004,9,262,3
4004,9,263,1
4004,9,264,3
4004,9,265,3
4004,9,266,1
4004,9,267,2
4004,9,268,1
4004,9,269,3
4004,9,270,2
4004,9,283,2
4004,9,284,2
4004,9,285,1
4004,9,286,2
4004,9,287,1
4004,9,288,1
4004,9,289,3
4004,9,290,2
4004,9,291,1
4004,9,292,2
4004,9,303,1
4004,9,304,3
4004,9,305,3
4004,9,306,3
4004,9,307,2
4004,9,308,3
4004,9,309,3
4004,9,310,3
4004,9,314,2
4004,9,315,2
4004,9,316,1
4004,9,317,2
4004,9,318,1
4004,9,320,1
4004,9,321,2
4004,9,325,3
4004,9,327,1
4004,9,328,3
4004,9,329,3
4004,9,330,2
4004,9,336,2
4004,9,337,2
4004,9,338,1
4004,9,339,3
4004,9,340,2
4004,9,341,1
4004,9,342,3
4004,9,343,3
4004,9,344,1
4004,9,345,3
4004,9,352,1
4004,9,353,2
4004,9,355,3
4004,9,359,2
4004,9,360,3
4004,9,361,1
4004,9,363,2
4004,9,365,2
4004,9,367,3
4004,9,368,1
4004,9,369,2
4004,9,374,2
4004,9,391,2
4004,9,392,3
4004,9,393,3
4004,9,394,3
4004,9,395,3
4004,9,396,2
4004,9,397,3
4004,9,398,3
4004,9,399,2
4004,9,400,3
4004,9,401,3
4004,9,403,1
4004,9,404,2
4004,9,405,3
4004,9,406,1
4004,9,407,2
4004,9,408,1
4004,9,409,1
4004,9,410,3
4004,9,411,1
4004,9,412,3
4004,9,413,2
4004,9,415,1
4004,9,416,3
4004,9,417,2
4004,9,422,2
4004,9,424,3
4004,9,425,2
4004,9,427,3
4004,9,428,3
4004,9,429,3
4004,9,430,3
4004,9,431,3
4004,9,432,1
4004,9,433,2
4004,9,434,3
4004,9,435,2
4004,9,436,1
4004,9,437,2
4004,9,438,1
4004,9,439,2
4004,9,441,1
4004,9,442,3
4004,9,443,1
4004,9,444,2
4004,9,445,2
4004,9,446,1
4004,9,447,1
4004,9,448,3
4004,9,450,1
4004,9,451,1
4004,9,452,1
4004,9,453,3
4004,9,456,3
4004,9,459,2
4004,9,460,2
4004,9,461,1
4004,9,462,3
4004,9,464,1
4004,9,465,2
4004,9,466,3
4004,9,467,2
4004,9,468,2
4004,9,469,1
4004,9,470,3
4004,9,472,2
4004,9,473,2
4004,9,474,2
4004,9,475,3
4004,9,476,3
4004,9,477,3
4004,9,478,2
4004,9,479,3
4004,9,480,3
4004,9,481,2
4004,9,483,1
4004,9,484,2
4004,9,485,2
