3195,22,06/24/01,11/25/02,"en"
3196,17,01/15/98,06/12/99,"en"
3197,17,06/17/99,06/15/00,"en"
3198,17,06/20/00,06/19/01,"en"
3199,17,06/24/01,11/25/02,"en"
902,4,01/05/03,,"en"
903,4,01/05/03,,"en"
904,4,01/05/03,,"en"
905,4,01/05/03,,"en"
3204,19,01/15/98,06/12/99,"en"
3205,19,01/15/98,06/12/99,"en"
3206,19,06/17/99,06/15/00,"en"
3207,19,06/17/99,06/15/00,"en"
3208,19,06/20/00,06/19/01,"en"
3200,18,01/17/98,11/25/02,"en"
3201,18,01/17/98,11/25/02,"en"
3202,18,01/17/98,11/25/02,"en"
3203,18,01/17/98,11/25/02,"en"
906,4,01/05/03,,"en"
3938,5,01/23/88,02/03/93,"en"
2474,22,06/25/89,06/09/90,"en"
3431,18,01/05/03,,"en"
3446,18,01/06/03,,"en"
3462,18,01/07/03,,"en"
3478,18,01/08/03,,"en"
3498,18,01/12/03,,"en"
3430,17,01/05/03,,"en"
3433,19,01/05/03,,"en"
3434,19,09/16/05,,"en"
3438,21,01/05/03,,"en"
3439,21,01/05/03,,"en"
3440,21,01/05/03,,"en"
3441,21,11/29/04,,"en"
3442,21,01/06/05,,"en"
3443,21,02/06/06,,"en"
3444,22,01/05/03,,"en"
3445,17,01/05/03,,"en"
3448,19,01/05/03,,"en"
3449,19,08/16/04,,"en"
3453,21,01/05/03,,"en"
3454,21,01/05/03,,"en"
3455,21,01/05/03,,"en"
3456,21,04/26/05,,"en"
3457,21,01/16/06,,"en"
3458,21,07/15/06,,"en"
3460,22,08/16/04,,"en"
3461,17,01/05/03,,"en"
3464,19,01/05/03,,"en"
3465,19,08/16/05,,"en"
3469,21,01/05/03,,"en"
3470,21,01/05/03,,"en"
3471,21,01/05/03,,"en"
3472,21,03/06/04,,"en"
3473,21,08/24/05,,"en"
3474,21,07/16/06,,"en"
3476,22,08/16/05,,"en"
3477,17,01/05/03,,"en"
3479,19,01/05/03,,"en"
3480,19,01/05/03,,"en"
3484,21,01/05/03,,"en"
3485,21,01/05/03,,"en"
3486,21,01/05/03,,"en"
3487,21,11/13/05,,"en"
3488,21,08/04/06,,"en"
3489,21,12/18/06,,"en"
3490,22,01/05/03,,"en"
3494,17,06/22/06,,"en"
3546,18,01/12/03,,"en"
3558,20,01/12/03,,"en"
3594,18,01/12/03,,"en"
3606,20,01/12/03,,"en"
3642,18,01/12/03,,"en"
3654,20,01/12/03,,"en"
3553,19,06/22/06,,"en"
3554,19,06/22/06,,"en"
3577,21,06/22/06,,"en"
3578,21,06/22/06,,"en"
3579,21,06/22/06,,"en"
3580,21,06/22/06,,"en"
3581,21,06/22/06,,"en"
3582,21,06/22/06,,"en"
3586,22,06/22/06,,"en"
3590,17,06/22/06,,"en"
3601,19,06/22/06,,"en"
3602,19,06/22/06,,"en"
3625,21,06/22/06,,"en"
3626,21,06/22/06,,"en"
3627,21,06/22/06,,"en"
3628,21,06/22/06,,"en"
3629,21,06/22/06,,"en"
3630,21,06/22/06,,"en"
3634,22,06/22/06,,"en"
3638,17,06/22/06,,"en"
3649,19,06/22/06,,"en"
3650,19,06/22/06,,"en"
3673,21,06/22/06,,"en"
3674,21,06/22/06,,"en"
3702,20,01/16/03,,"en"
3738,18,01/16/03,,"en"
3750,20,01/16/03,,"en"
3786,18,01/16/03,,"en"
3798,20,01/16/03,,"en"
3697,19,06/22/06,,"en"
3698,19,06/22/06,,"en"
3721,21,06/22/06,,"en"
3722,21,06/22/06,,"en"
3723,21,06/22/06,,"en"
3724,21,06/22/06,,"en"
3725,21,06/22/06,,"en"
3726,21,06/22/06,,"en"
3730,22,06/22/06,,"en"
3734,17,06/22/06,,"en"
3745,19,06/22/06,,"en"
3746,19,06/22/06,,"en"
3769,21,06/22/06,,"en"
3770,21,06/22/06,,"en"
3771,21,06/22/06,,"en"
3772,21,06/22/06,,"en"
3773,21,06/22/06,,"en"
3774,21,06/22/06,,"en"
3778,22,06/22/06,,"en"
3782,17,06/22/06,,"en"
3793,19,06/22/06,,"en"
3794,19,06/22/06,,"en"
3817,21,06/22/06,,"en"
3818,21,06/22/06,,"en"
3846,20,01/16/03,,"en"
3876,18,01/05/03,,"en"
3880,20,01/05/03,,"en"
3907,18,01/21/07,,"en"
3911,20,01/21/07,,"en"
3841,19,06/22/06,,"en"
3842,19,06/22/06,,"en"
3865,21,06/22/06,,"en"
3866,21,06/22/06,,"en"
3867,21,06/22/06,,"en"
3868,21,06/22/06,,"en"
3869,21,06/22/06,,"en"
3870,21,06/22/06,,"en"
3874,22,06/22/06,,"en"
3875,17,01/05/03,,"en"
3878,19,01/05/03,,"en"
3879,19,08/16/05,,"en"
3884,21,01/05/03,,"en"
3885,21,01/05/03,,"en"
3886,21,01/05/03,,"en"
3887,21,03/06/04,,"en"
3888,21,08/24/05,,"en"
3889,21,07/16/06,,"en"
3891,22,08/16/05,,"en"
3906,17,01/21/07,,"en"
3908,19,01/21/07,,"en"
3909,19,01/21/07,,"en"
3910,19,01/21/07,,"en"
3912,21,01/21/07,,"en"
3913,21,01/21/07,,"en"
3914,21,01/21/07,,"en"
3915,21,01/21/07,,"en"
3916,21,01/21/07,,"en"
3917,21,01/21/07,,"en"
3918,21,01/21/07,,"en"
3919,21,01/21/07,,"en"
3920,21,01/21/07,,"en"
3921,22,01/21/07,,"en"
3922,22,01/21/07,,"en"
3923,17,01/21/07,,"en"
3924,18,01/21/07,,"en"
3925,21,01/21/07,,"en"
3926,19,01/21/07,,"en"
3927,20,01/21/07,,"en"
4007,5,01/05/03,,"en"
4009,5,07/07/06,,"en"
4011,5,08/28/06,,"en"
4012,5,01/05/03,,"en"
4013,5,01/05/03,,"en"
753,4,01/05/03,,"en"
755,4,01/05/03,,"en"
756,4,01/05/03,,"en"
757,4,01/05/03,,"en"
758,4,01/05/03,,"en"
759,4,01/05/03,,"en"
760,4,01/05/03,,"en"
761,4,01/05/03,,"en"
762,4,01/05/03,,"en"
763,4,01/05/03,,"en"
764,4,01/05/03,,"en"
2475,22,06/15/90,06/15/91,"en"
2476,17,02/10/93,12/03/97,"en"
2477,18,02/10/93,12/03/97,"en"
59,4,01/23/88,11/05/92,"en"
60,4,01/23/88,11/05/92,"en"
61,4,01/23/88,11/05/92,"en"
62,4,01/23/88,11/05/92,"en"
83,4,01/23/88,11/05/92,"en"
84,4,01/23/88,11/05/92,"en"
85,4,01/23/88,11/05/92,"en"
2478,19,02/10/93,12/03/97,"en"
2479,19,02/10/93,12/03/97,"en"
86,4,01/23/88,11/05/92,"en"
87,4,01/23/88,11/05/92,"en"
96,4,01/23/88,05/25/90,"en"
2480,21,02/10/93,08/21/94,"en"
2481,21,02/10/93,07/31/95,"en"
2471,21,01/30/88,06/05/89,"en"
2472,22,06/15/91,11/05/92,"en"
2473,22,01/30/88,06/05/89,"en"
2001,17,01/30/88,11/05/92,"en"
2003,19,01/30/88,11/05/92,"en"
2004,19,09/16/90,11/05/92,"en"
2005,19,01/30/88,09/15/90,"en"
2006,21,01/30/88,11/05/92,"en"
2007,21,12/21/91,11/05/92,"en"
2008,21,01/30/88,11/05/92,"en"
2009,21,09/16/90,11/05/92,"en"
2010,21,01/30/88,12/20/91,"en"
2011,21,01/30/88,11/05/90,"en"
2012,21,11/06/90,11/05/92,"en"
2013,21,01/30/88,11/05/92,"en"
2014,21,01/30/88,09/15/90,"en"
2015,22,01/30/88,11/05/90,"en"
2002,18,01/30/88,11/05/92,"en"
729,4,01/05/03,,"en"
730,4,01/05/03,,"en"
731,4,01/05/03,,"en"
732,4,01/05/03,,"en"
733,4,01/05/03,,"en"
734,4,01/05/03,,"en"
735,4,01/05/03,,"en"
736,4,01/05/03,,"en"
737,4,01/05/03,,"en"
738,4,01/05/03,,"en"
739,4,01/05/03,,"en"
740,4,01/05/03,,"en"
741,4,01/05/03,,"en"
742,4,01/05/03,,"en"
745,4,01/05/03,,"en"
907,4,01/05/03,,"en"
908,4,01/05/03,,"en"
909,4,01/05/03,,"en"
910,4,01/05/03,,"en"
911,4,01/05/03,,"en"
912,4,01/05/03,,"en"
913,4,01/05/03,,"en"
914,4,01/05/03,,"en"
915,4,01/05/03,,"en"
916,4,01/05/03,,"en"
917,4,01/05/03,,"en"
918,4,01/05/03,,"en"
919,4,01/05/03,,"en"
920,4,01/05/03,,"en"
921,4,01/05/03,,"en"
922,4,01/05/03,,"en"
923,4,01/05/03,,"en"
925,4,01/05/03,,"en"
765,4,01/05/03,,"en"
926,4,01/05/03,,"en"
927,4,01/05/03,,"en"
928,4,01/05/03,,"en"
929,4,01/05/03,,"en"
930,4,01/05/03,,"en"
931,4,01/05/03,,"en"
932,4,01/05/03,,"en"
933,4,01/05/03,,"en"
934,4,01/05/03,,"en"
936,4,01/05/03,,"en"
937,4,01/05/03,,"en"
938,4,01/05/03,,"en"
939,4,01/05/03,,"en"
940,4,01/05/03,,"en"
941,4,01/05/03,,"en"
942,4,01/05/03,,"en"
943,4,01/05/03,,"en"
944,4,01/05/03,,"en"
945,4,01/05/03,,"en"
946,4,01/05/03,,"en"
947,4,07/06/04,,"en"
948,4,05/21/05,,"en"
949,4,09/09/06,,"en"
950,4,09/30/06,,"en"
951,4,11/11/03,,"en"
952,4,04/14/07,,"en"
953,4,12/24/06,,"en"
10,4,01/23/88,11/05/92,"en"
11,4,01/23/88,11/05/92,"en"
12,4,01/23/88,11/05/92,"en"
13,4,01/23/88,11/05/92,"en"
14,4,01/23/88,11/05/92,"en"
15,4,01/23/88,11/05/92,"en"
16,4,01/23/88,11/05/92,"en"
17,4,01/23/88,11/05/92,"en"
18,4,01/23/88,11/05/92,"en"
19,4,01/23/88,11/05/92,"en"
20,4,01/23/88,11/05/92,"en"
21,4,01/23/88,11/05/92,"en"
22,4,01/23/88,11/05/92,"en"
24,4,01/23/88,11/05/92,"en"
25,4,01/23/88,11/05/92,"en"
26,4,01/23/88,11/05/92,"en"
27,4,01/23/88,11/05/92,"en"
28,4,01/23/88,11/05/92,"en"
29,4,01/23/88,11/05/92,"en"
30,4,01/23/88,11/05/92,"en"
31,4,01/23/88,11/05/92,"en"
32,4,01/23/88,11/05/92,"en"
33,4,01/23/88,06/12/92,"en"
34,4,01/23/88,11/05/92,"en"
35,4,01/23/88,11/05/92,"en"
36,4,01/23/88,11/05/92,"en"
37,4,01/23/88,11/05/92,"en"
38,4,01/23/88,11/05/92,"en"
39,4,01/23/88,11/05/92,"en"
40,4,01/23/88,11/05/92,"en"
41,4,01/23/88,11/05/92,"en"
42,4,01/23/88,11/05/92,"en"
43,4,01/23/88,11/05/92,"en"
44,4,01/23/88,06/16/92,"en"
45,4,01/23/88,11/05/92,"en"
46,4,01/23/88,11/05/92,"en"
47,4,01/23/88,11/05/92,"en"
48,4,01/23/88,11/05/92,"en"
49,4,01/23/88,11/05/92,"en"
50,4,01/23/88,11/05/92,"en"
51,4,01/23/88,11/05/92,"en"
52,4,01/23/88,11/05/92,"en"
53,4,01/23/88,11/05/92,"en"
54,4,01/23/88,11/05/92,"en"
55,4,01/23/88,11/05/92,"en"
56,4,01/23/88,11/05/92,"en"
57,4,01/23/88,11/05/92,"en"
58,4,01/23/88,11/05/92,"en"
63,4,01/23/88,11/05/92,"en"
64,4,01/23/88,11/05/92,"en"
65,4,01/23/88,11/05/92,"en"
66,4,01/23/88,11/05/92,"en"
67,4,01/23/88,11/05/92,"en"
68,4,01/23/88,11/05/92,"en"
69,4,01/23/88,11/05/92,"en"
70,4,01/23/88,11/05/92,"en"
71,4,01/23/88,11/05/92,"en"
72,4,01/23/88,11/05/92,"en"
73,4,01/23/88,05/30/89,"en"
74,4,01/23/88,11/05/92,"en"
75,4,01/23/88,11/05/92,"en"
76,4,01/23/88,11/05/92,"en"
77,4,01/23/88,11/05/92,"en"
78,4,01/23/88,11/05/92,"en"
79,4,01/23/88,11/05/92,"en"
80,4,01/23/88,11/05/92,"en"
81,4,01/23/88,11/05/92,"en"
82,4,01/23/88,11/05/92,"en"
88,4,01/23/88,11/05/92,"en"
89,4,01/23/88,11/05/92,"en"
90,4,01/23/88,11/05/92,"en"
91,4,01/23/88,11/05/92,"en"
92,4,01/23/88,11/05/92,"en"
93,4,01/23/88,11/05/92,"en"
94,4,01/23/88,11/05/92,"en"
95,4,01/23/88,11/05/92,"en"
97,4,01/23/88,11/05/92,"en"
98,4,01/23/88,11/05/92,"en"
99,4,01/23/88,11/05/92,"en"
100,4,01/23/88,11/05/92,"en"
101,4,01/23/88,11/05/92,"en"
102,4,01/23/88,11/05/92,"en"
103,4,01/23/88,11/05/92,"en"
104,4,01/23/88,11/05/92,"en"
105,4,01/23/88,02/06/91,"en"
106,4,01/23/88,11/05/92,"en"
107,4,01/23/88,11/05/92,"en"
108,4,01/23/88,11/05/92,"en"
1,4,01/23/88,12/12/91,"en"
2,4,01/23/88,11/05/92,"en"
3,4,01/23/88,11/05/92,"en"
4,4,01/23/88,11/05/92,"en"
5,4,01/23/88,11/05/92,"en"
6,4,01/23/88,11/05/92,"en"
7,4,01/23/88,11/05/92,"en"
8,4,01/23/88,11/05/92,"en"
9,4,01/23/88,11/05/92,"en"
109,4,01/23/88,11/05/92,"en"
110,4,01/23/88,11/05/92,"en"
111,4,01/23/88,11/05/92,"en"
112,4,01/23/88,11/05/92,"en"
113,4,01/23/88,11/05/92,"en"
114,4,01/23/88,11/05/92,"en"
115,4,01/23/88,11/05/92,"en"
116,4,01/23/88,11/05/92,"en"
117,4,01/23/88,11/05/92,"en"
118,4,01/23/88,11/05/92,"en"
119,4,01/23/88,11/05/92,"en"
120,4,01/23/88,11/05/92,"en"
121,4,01/23/88,11/05/92,"en"
122,4,01/23/88,11/05/92,"en"
123,4,01/23/88,11/05/92,"en"
124,4,01/23/88,11/05/92,"en"
125,4,01/23/88,11/05/92,"en"
126,4,01/23/88,11/05/92,"en"
127,4,01/23/88,11/05/92,"en"
128,4,01/23/88,11/05/92,"en"
129,4,01/23/88,11/05/92,"en"
130,4,01/23/88,11/05/92,"en"
131,4,01/23/88,11/05/92,"en"
132,4,01/23/88,11/05/92,"en"
133,4,01/23/88,11/05/92,"en"
134,4,01/23/88,11/05/92,"en"
135,4,01/23/88,11/05/92,"en"
136,4,01/23/88,11/05/92,"en"
137,4,01/23/88,11/05/92,"en"
138,4,01/23/88,11/05/92,"en"
139,4,01/23/88,11/05/92,"en"
140,4,01/23/88,11/05/92,"en"
141,4,01/23/88,11/05/92,"en"
142,4,01/23/88,11/05/92,"en"
143,4,01/23/88,11/05/92,"en"
144,4,01/23/88,11/05/92,"en"
145,4,01/23/88,11/05/92,"en"
146,4,01/23/88,11/05/92,"en"
147,4,01/23/88,11/05/92,"en"
148,4,01/23/88,11/05/92,"en"
149,4,01/23/88,11/05/92,"en"
150,4,01/23/88,11/05/92,"en"
151,4,01/23/88,11/05/92,"en"
152,4,01/23/88,11/05/92,"en"
153,4,01/23/88,11/05/92,"en"
154,4,01/23/88,11/05/92,"en"
155,4,01/23/88,11/05/92,"en"
156,4,01/23/88,11/05/92,"en"
157,4,01/23/88,11/05/92,"en"
158,4,01/23/88,11/05/92,"en"
159,4,01/23/88,11/05/92,"en"
160,4,01/23/88,11/05/92,"en"
161,4,01/23/88,09/28/90,"en"
162,4,01/23/88,03/09/91,"en"
163,4,01/23/88,11/05/92,"en"
164,4,01/23/88,11/05/92,"en"
165,4,01/23/88,11/05/92,"en"
166,4,01/23/88,11/05/92,"en"
167,4,01/23/88,11/14/91,"en"
168,4,01/23/88,11/05/92,"en"
169,4,01/23/88,11/05/92,"en"
170,4,01/23/88,11/05/92,"en"
171,4,01/23/88,11/05/92,"en"
172,4,01/23/88,11/05/92,"en"
173,4,01/23/88,11/05/92,"en"
174,4,01/23/88,11/05/92,"en"
175,4,01/23/88,11/05/92,"en"
176,4,01/23/88,11/05/92,"en"
177,4,01/23/88,11/05/92,"en"
178,4,01/23/88,04/24/89,"en"
333,4,02/03/93,12/03/97,"en"
179,4,01/23/88,11/05/92,"en"
180,4,01/23/88,11/05/92,"en"
181,4,01/23/88,11/05/92,"en"
182,4,01/23/88,11/05/92,"en"
183,4,01/23/88,11/05/92,"en"
184,4,01/23/88,11/05/92,"en"
185,4,01/23/88,11/05/92,"en"
186,4,01/23/88,11/05/92,"en"
187,4,01/23/88,11/05/92,"en"
188,4,01/23/88,07/14/92,"en"
189,4,01/23/88,11/05/92,"en"
190,4,01/23/88,11/05/92,"en"
191,4,01/23/88,11/05/92,"en"
192,4,01/23/88,11/05/92,"en"
193,4,01/23/88,11/05/92,"en"
194,4,01/23/88,11/05/92,"en"
195,4,01/23/88,11/05/92,"en"
196,4,01/23/88,11/05/92,"en"
197,4,01/23/88,11/05/92,"en"
198,4,01/23/88,11/05/92,"en"
199,4,01/23/88,11/05/92,"en"
200,4,01/23/88,11/05/92,"en"
201,4,01/23/88,11/05/92,"en"
202,4,01/23/88,11/05/92,"en"
203,4,01/23/88,11/05/92,"en"
204,4,01/23/88,11/05/92,"en"
205,4,01/23/88,11/05/92,"en"
206,4,01/23/88,11/05/92,"en"
207,4,01/23/88,11/05/92,"en"
208,4,01/23/88,11/05/92,"en"
209,4,01/23/88,11/05/92,"en"
210,4,01/23/88,11/05/92,"en"
211,4,01/23/88,11/05/92,"en"
212,4,01/23/88,11/05/92,"en"
213,4,01/23/88,11/05/92,"en"
214,4,01/23/88,11/05/92,"en"
215,4,01/23/88,11/05/92,"en"
216,4,01/23/88,08/18/90,"en"
217,4,01/23/88,11/05/92,"en"
218,4,01/23/88,11/05/92,"en"
219,4,01/23/88,11/05/92,"en"
220,4,01/23/88,11/05/92,"en"
221,4,01/23/88,11/05/92,"en"
222,4,01/23/88,11/05/92,"en"
223,4,01/23/88,11/05/92,"en"
224,4,01/23/88,11/05/92,"en"
225,4,01/23/88,11/05/92,"en"
226,4,01/23/88,11/05/92,"en"
227,4,01/23/88,11/05/92,"en"
228,4,01/23/88,11/05/92,"en"
229,4,07/14/89,11/05/92,"en"
230,4,08/30/89,11/05/92,"en"
231,4,08/25/90,11/05/92,"en"
232,4,11/19/90,11/05/92,"en"
233,4,12/28/90,11/05/92,"en"
234,4,01/10/91,11/05/92,"en"
235,4,05/06/91,11/05/92,"en"
236,4,06/09/91,11/05/92,"en"
237,4,02/04/92,11/05/92,"en"
238,4,02/12/92,11/05/92,"en"
239,4,09/06/92,11/05/92,"en"
240,4,09/15/92,11/05/92,"en"
241,4,10/17/92,11/05/92,"en"
242,4,02/03/93,12/03/97,"en"
243,4,02/03/93,12/03/97,"en"
244,4,02/03/93,12/03/97,"en"
245,4,02/03/93,12/03/97,"en"
246,4,02/03/93,12/03/97,"en"
247,4,02/03/93,12/03/97,"en"
248,4,02/03/93,12/03/97,"en"
249,4,02/03/93,12/03/97,"en"
250,4,02/03/93,12/03/97,"en"
251,4,02/03/93,12/03/97,"en"
252,4,02/03/93,12/03/97,"en"
253,4,02/03/93,12/03/97,"en"
254,4,02/03/93,12/03/97,"en"
255,4,02/03/93,12/03/97,"en"
256,4,02/03/93,02/02/97,"en"
257,4,02/03/93,12/03/97,"en"
258,4,02/03/93,12/03/97,"en"
259,4,02/03/93,12/03/97,"en"
260,4,02/03/93,12/03/97,"en"
261,4,02/03/93,12/03/97,"en"
262,4,02/03/93,12/03/97,"en"
263,4,02/03/93,12/03/97,"en"
264,4,02/03/93,12/03/97,"en"
265,4,02/03/93,12/03/97,"en"
266,4,02/03/93,12/03/97,"en"
267,4,02/03/93,12/03/97,"en"
268,4,02/03/93,12/03/97,"en"
269,4,02/03/93,12/03/97,"en"
270,4,02/03/93,12/03/97,"en"
271,4,02/03/93,12/03/97,"en"
272,4,02/03/93,12/03/97,"en"
273,4,02/03/93,10/18/96,"en"
274,4,02/03/93,12/03/97,"en"
275,4,02/03/93,12/03/97,"en"
276,4,02/03/93,12/03/97,"en"
277,4,02/03/93,12/03/97,"en"
278,4,02/03/93,12/03/97,"en"
279,4,02/03/93,12/03/97,"en"
280,4,02/03/93,12/03/97,"en"
281,4,02/03/93,12/03/97,"en"
282,4,02/03/93,12/03/97,"en"
283,4,02/03/93,12/03/97,"en"
284,4,02/03/93,12/03/97,"en"
285,4,02/03/93,12/03/97,"en"
286,4,02/03/93,12/03/97,"en"
287,4,02/03/93,12/03/97,"en"
288,4,02/03/93,12/03/97,"en"
289,4,02/03/93,12/03/97,"en"
290,4,02/03/93,12/03/97,"en"
291,4,02/03/93,12/03/97,"en"
292,4,02/03/93,12/03/97,"en"
293,4,02/03/93,12/03/97,"en"
294,4,02/03/93,08/10/96,"en"
295,4,02/03/93,12/03/97,"en"
296,4,02/03/93,12/03/97,"en"
297,4,02/03/93,12/03/97,"en"
298,4,02/03/93,12/03/97,"en"
299,4,02/03/93,12/03/97,"en"
300,4,02/03/93,12/03/97,"en"
301,4,02/03/93,12/03/97,"en"
302,4,02/03/93,12/03/97,"en"
303,4,02/03/93,12/03/97,"en"
304,4,02/03/93,12/03/97,"en"
305,4,02/03/93,07/29/96,"en"
306,4,02/03/93,12/03/97,"en"
307,4,02/03/93,12/03/97,"en"
308,4,02/03/93,12/03/97,"en"
309,4,02/03/93,12/03/97,"en"
310,4,02/03/93,12/03/97,"en"
311,4,02/03/93,12/03/97,"en"
312,4,02/03/93,12/03/97,"en"
313,4,02/03/93,12/03/97,"en"
314,4,02/03/93,12/03/97,"en"
315,4,02/03/93,12/03/97,"en"
316,4,02/03/93,12/03/97,"en"
317,4,02/03/93,12/03/97,"en"
318,4,02/03/93,12/03/97,"en"
319,4,02/03/93,12/03/97,"en"
320,4,02/03/93,12/03/97,"en"
321,4,02/03/93,12/03/97,"en"
322,4,02/03/93,12/03/97,"en"
323,4,02/03/93,12/03/97,"en"
324,4,02/03/93,10/06/96,"en"
325,4,02/03/93,12/03/97,"en"
326,4,02/03/93,12/03/97,"en"
327,4,02/03/93,12/03/97,"en"
328,4,02/03/93,12/03/97,"en"
329,4,02/03/93,12/03/97,"en"
330,4,02/03/93,12/03/97,"en"
331,4,02/03/93,12/03/97,"en"
743,4,01/05/03,,"en"
744,4,01/05/03,,"en"
746,4,01/05/03,,"en"
747,4,01/05/03,,"en"
748,4,01/05/03,,"en"
749,4,01/05/03,,"en"
750,4,01/05/03,,"en"
751,4,01/05/03,,"en"
752,4,01/05/03,,"en"
332,4,02/03/93,12/03/97,"en"
334,4,02/03/93,12/03/97,"en"
335,4,02/03/93,12/03/97,"en"
336,4,02/03/93,12/03/97,"en"
337,4,02/03/93,12/03/97,"en"
338,4,02/03/93,12/03/97,"en"
339,4,02/03/93,12/03/97,"en"
340,4,02/03/93,12/03/97,"en"
2016,22,11/06/90,11/05/92,"en"
2017,17,01/30/88,11/05/92,"en"
2019,19,01/30/88,11/05/92,"en"
2020,19,11/29/91,11/05/92,"en"
2021,19,01/30/88,11/28/91,"en"
2018,18,01/30/88,11/05/92,"en"
341,4,02/03/93,12/03/97,"en"
342,4,02/03/93,12/03/97,"en"
343,4,02/03/93,12/03/97,"en"
344,4,02/03/93,12/03/97,"en"
345,4,02/03/93,05/12/96,"en"
346,4,02/03/93,12/03/97,"en"
347,4,02/03/93,12/03/97,"en"
348,4,02/03/93,12/03/97,"en"
349,4,02/03/93,12/03/97,"en"
350,4,02/03/93,12/03/97,"en"
351,4,02/03/93,12/03/97,"en"
352,4,02/03/93,12/03/97,"en"
353,4,02/03/93,12/03/97,"en"
354,4,02/03/93,12/03/97,"en"
355,4,02/03/93,12/03/97,"en"
356,4,02/03/93,12/03/97,"en"
357,4,02/03/93,12/03/97,"en"
358,4,02/03/93,12/03/97,"en"
359,4,02/03/93,12/03/97,"en"
360,4,02/03/93,12/03/97,"en"
361,4,02/03/93,12/03/97,"en"
362,4,02/03/93,12/03/97,"en"
363,4,02/03/93,12/03/97,"en"
364,4,02/03/93,12/03/97,"en"
365,4,02/03/93,12/03/97,"en"
366,4,02/03/93,10/27/95,"en"
367,4,02/03/93,12/03/97,"en"
368,4,02/03/93,12/03/97,"en"
369,4,02/03/93,12/03/97,"en"
370,4,02/03/93,12/03/97,"en"
371,4,02/03/93,12/03/97,"en"
372,4,02/03/93,12/03/97,"en"
373,4,02/03/93,12/03/97,"en"
374,4,02/03/93,12/03/97,"en"
375,4,02/03/93,12/03/97,"en"
376,4,02/03/93,12/03/97,"en"
377,4,02/03/93,12/03/97,"en"
378,4,02/03/93,12/03/97,"en"
379,4,02/03/93,12/03/97,"en"
380,4,02/03/93,12/03/97,"en"
381,4,02/03/93,12/03/97,"en"
382,4,02/03/93,12/03/97,"en"
383,4,02/03/93,12/03/97,"en"
384,4,02/03/93,12/03/97,"en"
385,4,02/03/93,12/03/97,"en"
386,4,02/03/93,12/03/97,"en"
387,4,02/03/93,12/03/97,"en"
388,4,02/03/93,12/03/97,"en"
389,4,02/03/93,12/03/97,"en"
390,4,02/03/93,12/03/97,"en"
391,4,02/03/93,12/03/97,"en"
