129,"Votego",1,1,07/11/63 12:00 AM,"en"
130,"Wendonye",1,1,07/11/63 12:00 AM,"en"
131,"Kegemo",1,1,07/11/63 12:00 AM,"en"
132,"Vochokos Town",3,2,07/11/63 12:00 AM,"en"
133,"Ketee West",3,2,07/11/63 12:00 AM,"en"
134,"Embokose",3,2,07/11/63 12:00 AM,"en"
135,"North Imente",3,2,07/11/63 12:00 AM,"en"
136,"Tegoneo West",3,2,07/11/63 12:00 AM,"en"
137,"Koete",3,2,07/11/63 12:00 AM,"en"
138,"Vweo",1,1,07/11/63 12:00 AM,"en"
139,"Kebweze",3,2,07/11/63 12:00 AM,"en"
140,"Vokodoro",3,2,07/11/63 12:00 AM,"en"
141,"Vonyotto",3,2,07/11/63 12:00 AM,"en"
142,"Ketee Centrol",3,2,07/11/63 12:00 AM,"en"
143,"Loesomes",3,2,07/11/63 12:00 AM,"en"
144,"Vsombwene",1,1,07/11/63 12:00 AM,"en"
145,"Kojeodo Centrol",4,4,07/11/63 12:00 AM,"en"
146,"Norok North",4,4,07/11/63 12:00 AM,"en"
147,"Norok Toeth",4,4,07/11/63 12:00 AM,"en"
148,"Nyorebore Choche",6,3,07/11/63 12:00 AM,"en"
149,"Gochoko",3,2,07/11/63 12:00 AM,"en"
150,"Komekenje",3,2,07/11/63 12:00 AM,"en"
151,"Nyondo",6,3,07/11/63 12:00 AM,"en"
152,"Keseme Rerol",6,3,07/11/63 12:00 AM,"en"
153,"West Vegerongo",6,3,07/11/63 12:00 AM,"en"
154,"Longoto",3,2,07/11/63 12:00 AM,"en"
155,"Nyokoch",6,3,07/11/63 12:00 AM,"en"
156,"Condo",6,3,07/11/63 12:00 AM,"en"
157,"Nyoteke",6,3,07/11/63 12:00 AM,"en"
158,"Amogoro",4,4,07/11/63 12:00 AM,"en"
159,"Ndewo",6,3,07/11/63 12:00 AM,"en"
160,"Nombole",4,4,07/11/63 12:00 AM,"en"
161,"Ketete Vosobo",6,3,07/11/63 12:00 AM,"en"
162,"Rongwe",6,3,07/11/63 12:00 AM,"en"
163,"Vehorone",6,3,07/11/63 12:00 AM,"en"
164,"Urere",6,3,07/11/63 12:00 AM,"en"
165,"Keseme Town West",6,3,07/11/63 12:00 AM,"en"
166,"Kosorone",3,2,07/11/63 12:00 AM,"en"
167,"Ugenyo",6,3,07/11/63 12:00 AM,"en"
168,"Comochoge",6,3,07/11/63 12:00 AM,"en"
169,"Cetere",4,4,07/11/63 12:00 AM,"en"
170,"Conchore",6,3,07/11/63 12:00 AM,"en"
171,"Vemeos",4,4,07/11/63 12:00 AM,"en"
172,"Kosepel-Kobondo",6,3,07/11/63 12:00 AM,"en"
173,"Vegore",6,3,07/11/63 12:00 AM,"en"
174,"Kojeodo Toeth",4,4,07/11/63 12:00 AM,"en"
175,"Kochelebo",4,4,07/11/63 12:00 AM,"en"
176,"Kenongo",1,1,07/11/63 12:00 AM,"en"
177,"Tegor",4,4,07/11/63 12:00 AM,"en"
178,"Eldoret North",4,4,07/11/63 12:00 AM,"en"
179,"Kepkeleon",4,4,07/11/63 12:00 AM,"en"
180,"Kojeodo North",4,4,07/11/63 12:00 AM,"en"
181,"Comet",4,4,07/11/63 12:00 AM,"en"
182,"Vosop",4,4,07/11/63 12:00 AM,"en"
183,"Ceret",4,4,07/11/63 12:00 AM,"en"
184,"Toke",3,2,07/11/63 12:00 AM,"en"
185,"Vt.Elgon",4,4,07/11/63 12:00 AM,"en"
186,"Toveto",1,1,07/11/63 12:00 AM,"en"
187,"Vondero Eost",3,2,07/11/63 12:00 AM,"en"
188,"Lekone",1,1,07/11/63 12:00 AM,"en"
189,"Volovo",4,4,07/11/63 12:00 AM,"en"
190,"Eldomo Roven",4,4,07/11/63 12:00 AM,"en"
191,"Fofe",3,2,07/11/63 12:00 AM,"en"
192,"Vorokwet West",4,4,07/11/63 12:00 AM,"en"
193,"Keseme Town Eost",6,3,07/11/63 12:00 AM,"en"
194,"Gwose",6,3,07/11/63 12:00 AM,"en"
195,"Emgwen",4,4,07/11/63 12:00 AM,"en"
196,"Aenomoe",4,4,07/11/63 12:00 AM,"en"
197,"Kondoro",1,1,07/11/63 12:00 AM,"en"
198,"Roreedo",6,3,07/11/63 12:00 AM,"en"
199,"Lome West",1,1,07/11/63 12:00 AM,"en"
200,"Kenongop",1,1,07/11/63 12:00 AM,"en"
201,"Tobote",4,4,07/11/63 12:00 AM,"en"
202,"Renyenjes",3,2,07/11/63 12:00 AM,"en"
203,"Kondeye",4,4,07/11/63 12:00 AM,"en"
204,"Tebekeo",4,4,07/11/63 12:00 AM,"en"
205,"Cedolonge",4,4,07/11/63 12:00 AM,"en"
206,"Cero",1,1,07/11/63 12:00 AM,"en"
207,"Kwonzo",4,4,07/11/63 12:00 AM,"en"
208,"Votenge",4,4,07/11/63 12:00 AM,"en"
209,"Tereseo",4,4,07/11/63 12:00 AM,"en"
210,"Alego/Usongo",6,3,07/11/63 12:00 AM,"en"
